,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Genre,Theme,Demographic,Demographics
62,デジモンクロスウォーズ 時を駆ける少年ハンターたち,Digimon Fusion,['TV'],25,Finished Airing,"Oct 2, 2011 to Mar 25, 2012",['Fall 2011'],Sundays at 06:30 (JST),['TV Asahi'],['Flatiron Film Company'],['Toei Animation'],Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,25 min. per ep.,PG - Children,6.41,#7635,#4450,"28,073",30,13946,"Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi takes place one year after the defeat of Bagramon and company. Since then, Taiki Kudou and Yuu Amano have formed a basketball team with Yuu’s classmate, Tagiru Akashi. One day, Tagiru discovers a strange area called the DigiQuartz, a strange and unstable realm that exists between the human and digital worlds. He then realises that children all over the world have obtained Xros Loaders as well as Digimon partners to participate in a competition called the 'Digimon Hunt'. Digimon that wander from the digital world into the DigiQuartz are able to feed off of what negative emotions leak in from the human world. This makes the Digimon stronger at the expense of being extremely violent. As a result, the Digimon Hunters must work to stop these Digimon from wreaking havoc in the human world. Joined by the troublemaking Gumdramon, Tagiru aims to become the top Digimon Hunter, all the while unaware of Taiki and Yuu’s previous Digimon connections. Yet a sinister force lurks with the creation of the DigiQuartz, and the young Hunters will soon realize that the Digimon Hunt is much more than a simple game...","['Prequel (TV) Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku', '']",Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,"Digimon Cross Wars, Digimon Xros Wars: Toki wo Kakeru Shounen Huntertachi, Digimon Xros Wars: The Hunting Boys Running Through Time, Digimon Xros Wars: The Young Hunters Who Leapt Through Time",,Digimon 6 Xros Wars-Hunters,,,['Isekai'],,
63,プリティーリズム オーロラドリーム,,['TV'],51,Finished Airing,"Apr 9, 2011 to Mar 31, 2012",['Spring 2011'],Saturdays at 10:00 (JST),"None found,","None found,",['Tatsunoko Production'],Game,,"['Idols (Female)', 'Music']",23 min. per ep.,PG - Children,7.42,#2264,#4783,"23,843",189,9476,"Aira Harune, a clumsy yet happy-go-lucky girl, is suddenly dragged into the popular world of Prism Shows—an idol show based on figure skating, where performers called ""Prism Stars"" wear outfits encased in Prism Stones and perform stylistic Prism Jumps. Captivated by the dazzling fashion and gorgeous Prism Jumps, Aira decides to become a Prism Star herself. She soon encounters the hot-headed Rizumu ""Rhythm"" Amamiya, who desires to perform the legendary Prism Jump “Aurora Rising”; as well as the prideful Mion Takamine, who dreams of becoming the brightest Prism Star above the rest. The journey of these girls is marked by friendship, growth, and unexpected encounters. Can they perform Prism Jumps high enough to reach their dreams and become the next Prism Queens? [Written by MAL Rewrite]","['Sequel (TV) Pretty Rhythm: Dear My Future', 'Adaptation (Manga) Pretty Rhythm', 'Adaptation (Manga) Pretty Rhythm: Aurora Dream', '']",Pretty Rhythm: Aurora Dream,,,,,['Sports'],,,
64,ちび☆デビ！,,['TV'],75,Finished Airing,"Oct 10, 2011 to Feb 17, 2014",['Fall 2011'],Mondays at 18:20 (JST),"['Shogakukan-Shueisha Productions', 'Half H.P Studio']","None found,",['SynergySP'],['Manga'],"['Slice of Life', 'Supernatural']","['Childcare', 'Mythology']",5 min. per ep.,PG - Children,6.91,#4794,#4914,"22,214",80,7691,"Sawada Honoka is a 14-year-old girl who is very timid. She easily gets bullied by other classmates. Honoka is a non-believer in God, Angels, and Devils. Though one day, a devil baby was dropped into her room while she was sleeping. What will Honoka believe in now? (Source: PocketScans)","['Adaptation (Manga) Chibi☆Devi!', '']",Chibi☆Devi!,Chibi☆Devil! Chibi Devi!,,,,,,['Shoujo'],
65,ドラえもん (2005),,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,25 min.,PG - Children,7.72,#1247,#5000,"21,410",239,9585,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,,,,,['Anthropomorphic'],,"['Kids', 'Shounen']"
66,クロスファイト ビーダマン,B-Daman Crossfire,['TV'],52,Finished Airing,"Oct 2, 2011 to Sep 30, 2012",['Fall 2011'],Unknown,"['TV Tokyo', 'd-rights']",['ADK Emotions NY Inc.'],['SynergySP'],Unknown,,,14 min. per ep.,G - All Ages,6.55,#6785,#6924,"9,452",47,5199,"A rumor has spread amongst the children worldwide regarding the popular B-Daman matches: A select group will be allowed to participate in an upcoming secret competition, known as ""Cross Fight""! (Source: translated and adapted from official site by Cranston)","['Sequel (TV) Cross Fight B-Daman eS', '']",Cross Fight B-Daman,Cross Fight Bedaman,,B-Daman Crossfire,,,['Strategy Game'],['Kids'],
67,サザエさん,Mrs. Sazae,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,24 min.,G - All Ages,6.14,#9124,#7130,"8,796",39,1933,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,,,
68,忍たま乱太郎,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,10 min.,G - All Ages,7.08,#4013,#7391,"8,011",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",,El Ninja Boy Rantaró,,['Comedy'],,['Kids'],
69,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,,23 min.,G - All Ages,7.34,#2625,#7918,"6,763",62,2181,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),Maruko-chan,,Chibi Maruko-chan,,['Comedy'],['School'],['Shoujo'],
70,ジュエルペット サンシャイン,,['TV'],52,Finished Airing,"Apr 9, 2011 to Mar 31, 2012",['Spring 2011'],Saturdays at 09:30 (JST),"['TV Tokyo', 'Sotsu', 'Sanrio', 'Imagine']","None found,",['Studio Comet'],Original,"['Comedy', 'Fantasy']","['Anthropomorphic', 'Mahou Shoujo', 'School']",25 min. per ep.,PG - Children,6.62,#6399,#8203,"6,182",25,1790,"In Sunshine Academy, there is a class of lost causes known as ""the leftovers"", the Plum class. Ruby and Kanon Mizushirou navigate through high school life in a fantastical world while juggling their warped friendship with their crush on Mikage Shiraishi.",[],Jewelpet Sunshine,,,,,,,,
71,戦国☆パラダイス-極-（きわみ）,,['TV'],26,Finished Airing,"Oct 4, 2011 to Mar 27, 2012",['Fall 2011'],Unknown,"['TV Tokyo', 'G-mode']","None found,","['Milky Cartoon', 'LMD']",Visual novel,"['Action', 'Romance']","['Historical', 'Samurai']",3 min. per ep.,PG-13 - Teens 13 or older,5.98,#10002,#8484,"5,742",3,1160,"Based on the online mobile phone otome game ""Sengoku☆Paradise"". The first 3 minutes of the 10 minute spot for Sengoku☆Paradise Kiwami is the anime. The rest of the 7 minutes is of Sengoku☆Paradise Kiwami cast members Daisuke Namikawa and others (first time with Tetsuya Kakihara, second time with Rei Mochizuki) going on missions, plus an informative short.",[],Sengoku☆Paradise Kiwami,,,,,,,['Josei'],
72,それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,24 min.,PG - Children,6.58,#6585,#9187,"4,607",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",,,,,,['Kids'],
73,毎日かあさん,Kaasan: Mom's Life,['TV'],142,Finished Airing,"Apr 1, 2009 to Mar 25, 2012",['Spring 2009'],Unknown,['Nihon Ad Systems'],"None found,","['Gallop', 'TYO Animations', 'Dongwoo A&E']",['Manga'],"['Comedy', 'Slice of Life']",,20 min. per ep.,PG - Children,7.22,#3274,#10183,"3,347",24,1068,Based on Rieko Saibara's humorous semi-autobiographical manga about her life raising her two children.,[],Mainichi Kaasan,"Mainichi Kaa-san, Every Day Mom",Kaasan Mom's Life,Kaasan Mom's Life,Kaasan Mom's Life,,['Childcare'],,
74,ひめチェン! おとぎちっくアイドル リルぷりっ,Spellbound! Magical Princess Lilpri,['TV'],51,Finished Airing,"Apr 6, 2011 to Mar 28, 2012",['Spring 2011'],Unknown,['Shogakukan Music & Digital Entertainment'],"None found,",['Telecom Animation Film'],Game,,,5 min. per ep.,PG - Children,6.74,#5675,#10576,"2,974",7,1251,"Short episodes of Hime Chen! Otogi Chikku Idol Lilpri that aired as part of TV Tokyo's morning program block for children, Norinori♪Norisuta (のりのり♪のりスタ).",[],Hime Chen! Otogi Chikku Idol Lilpri (2011),Himechan! Otogitic Idol Lil'Pri,Spellbound! Magical Princess Lilpri,Spellbound! Magical Princess Lilpri,Spellbound! Magical Princess Lilpri,,,,
75,クッキンアイドル　アイ！マイ！まいん！,,['TV'],305,Finished Airing,"Mar 30, 2009 to Mar 22, 2013",['Spring 2009'],Unknown,"['NHK', 'Nihon Ad Systems']","None found,",['Studio Deen'],Original,"['Comedy', 'Gourmet']",,6 min. per ep.,PG - Children,6.25,#8567,#10689,"2,882",9,738,"Cooking Idol teaches children how to cook through instruction of the main character, MAIN. The show itself is divided into an animated segment featuring MAIN, and a live-action segment featuring the voice actor of MAIN, Fukuhara Haruka, as she practices the cooking herself. The live-action segment is not included in the avg episode duration.",[],Cookin' Idol Ai! Mai! Main!,Cooking Idol,,,,,,['Kids'],
76,バトルスピリッツ 覇王（ヒーローズ）,,['TV'],50,Finished Airing,"Sep 18, 2011 to Sep 2, 2012",['Fall 2011'],Unknown,['Nagoya Broadcasting Network'],"None found,",['Sunrise'],Card game,,,23 min. per ep.,PG - Children,6.17,#8986,#10903,"2,698",4,1023,"Like every card game enthusiast, Hajime Hinobori has always wanted to see the Spirits from his cards come to life and witness them in real combat. This dream is successfully realized by Hajime's scientist parents, who develop an augmented reality system that revolutionizes the competitive scene of Battle Spirits. Curious players from across the globe travel to partake in this innovative battle system. With his sight set on becoming the champion of this new form of Battle Spirits, Hajime encounters many colorful and quirky rivals, including eccentric diva Kimari Tatsumi and arrogant prodigy Tegamaru Tanashi. Along this journey of self-discovery and card-gaming shenanigans, there are no ordinary days in the lives of young heroes striving to take the crown! [Written by MAL Rewrite]",[],Battle Spirits: Heroes,"Battle Spirits: Haou, Battlespirits Heroes, Battle Spirits Season 4",,,,['Sci-Fi'],['Strategy Game'],,
77,超智能足球,GGO Football,['TV'],52,Finished Airing,"Jun 2, 2010 to Jun 10, 2014",['Summer 2010'],Unknown,"None found,","None found,",['Puzzle Animation Studio Limited'],Original,"['Comedy', 'Sports']",,22 min. per ep.,G - All Ages,6.58,#6605,#11206,"2,466",10,1203,"As we enter the 21st century, the relationship between sports and technology is getting closer and closer. Sports products are enhanced by technological advances. The designs of footballs and football shoes require detailed information and computer tests in order to produce products that will allow us to reach the full potential and beyond. If we were only reliant on human testing, the standards would definitely fluctuate greatly. Thus, Professor GGO was brought in as consultant in the research, and as a result GGO robotic footballers were created. (Source: GGO Football Website)","['Sequel (TV) Chao Zhi Neng Zu Qiu 2: Shijie Dasai Pian', '']",Chao Zhi Neng Zu Qiu,AI Football GGO,GGO Football,GGO Football,GGO Football,,['Team Sports'],,
