,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,German,Spanish,Demographics,French
206,,傷物語 -こよみヴァンプ-,,['Movie'],1,Finished Airing,"Jan 12, 2024",,,['Aniplex'],['Aniplex of America'],['Shaft'],['Light novel'],"['Action', 'Mystery', 'Supernatural']",,2 hr. 24 min.,R - 17+ (violence & profanity),7.92,#781,#5298,"18,520",91,2051,Compilation film of the three Kizumonogatari movies.,"['Adaptation (Manga) Bakemonogatari', 'Adaptation (Light Novel) Monogatari Series: First Season']",Kizumonogatari: Koyomi Vamp,,['Vampire'],,,,,
207,"Ohmuro Family, Oomuroke, OMRK, The Omuro Family",大室家 dear sisters,,['Movie'],1,Finished Airing,"Feb 2, 2024",,,"['Lantis', 'Ichijinsha', 'Cloud22', 'Bandai Namco Filmworks']","None found,","['Passione', 'Studio Lings']",['Manga'],"['Comedy', 'Girls Love']","['CGDCT', 'School']",43 min.,PG-13 - Teens 13 or older,7.81,#1008,#5569,"16,184",73,3454,A spin-off of Yuru Yuri featuring Sakurako and her sisters.,"['Sequel (Movie) Oomuro-ke: Dear Friends', 'Adaptation (Manga) Oomuro-ke']",Oomuro-ke: Dear Sisters,,,,,,,
208,,パリピ孔明 Road to Summer Sonia,Ya Boy Kongming! Road to Summer Sonia,['Movie'],1,Finished Airing,"Mar 1, 2024",,,['Avex Pictures'],['Sentai Filmworks'],['P.A. Works'],['Web manga'],,"['Adult Cast', 'Music', 'Reincarnation', 'Showbiz']",1 hr. 59 min.,PG-13 - Teens 13 or older,7.09,#3950,#5818,"14,472",20,1381,Compilation movie of Paripi Koumei.,"['Adaptation (Manga) Paripi Koumei', '']",Paripi Koumei: Road to Summer Sonia,,,['Comedy'],,,,
209,,機動戦士ガンダムSEED FREEDOM,Mobile Suit Gundam SEED Freedom,['Movie'],1,Finished Airing,"Jan 26, 2024",,,['Bandai Namco Filmworks'],"None found,",['Sunrise'],Original,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",2 hr. 4 min.,R - 17+ (violence & profanity),7.60,#1573,#5920,"13,853",125,5739,"In C.E.75, the fighting still continues. There are independence movements, and aggression by Blue Cosmos... In order to calm the situation, a global peace monitoring agency called COMPASS is established, with Lacus as its first president. As members of COMPASS, Kira and his comrades intervene into various regional battles. Then a newly established nation called Foundation proposes a joint operation against a Blue Cosmos stronghold. (Source: sugoi.co)","['Prequel (Unknown) Kidou Senshi Gundam SEED Freedom Zero', 'Adaptation (Light Novel) Shousetsu Kidou Senshi Gundam SEED Freedom']",Kidou Senshi Gundam SEED Freedom,,,,,,,
210,,名探偵コナン VS. 怪盗キッド,Detective Conan vs. Kid the Phantom Thief,['Movie'],1,Finished Airing,"Jan 5, 2024",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,1 hr. 20 min.,PG-13 - Teens 13 or older,6.93,#4682,#9815,"3,757",9,638,"A special edited version of the TV series that presents the birth of the magician under the moon, Kaito Kid, and the first confrontation with the biggest and eternal rival Conan / Shinichi with new scenes!! (Source: Official website)","['Sequel (Movie) Meitantei Conan Movie 27: 100-man Dollar no Michishirube', '']",Meitantei Conan vs. Kaitou Kid,['Shounen'],['Detective'],,,,,
211,,BLOODY ESCAPE -地獄の逃走劇-,,['Movie'],1,Finished Airing,"Jan 5, 2024",,,['Slow Curve'],"None found,",['Polygon Pictures'],Original,"['Action', 'Drama', 'Sci-Fi', 'Supernatural']","['Organized Crime', 'Vampire']",1 hr. 37 min.,PG-13 - Teens 13 or older,[],#19610,#11440,"2,292",5,,"After human experimentation turns Kisaragi into a cyborg, he finds himself pressured by multiple organizations: An undying convent of vampires bent on the conquest of Tokyo, and an immortal order of knights, and a group of Yakuza, sword to avenge the killing of their leader. ""I might not have any reason to live, but that's no reason to let them kill me."" Kisaragi will have to use his cyborg-body and his unique ""blood,"" as well as anything else he can to make his big escape!!! (Source: Official Site, translated)",[],Bloody Escape: Jigoku no Tousou Geki,,,,,,,
212,Doraemon the Movie: Nobita's Earth Symphony,映画ドラえもん のび太の地球交響楽,,['Movie'],1,Finished Airing,"Mar 1, 2024",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Adventure', 'Comedy', 'Sci-Fi']",,1 hr. 55 min.,PG - Children,7.20,#3354,#12229,"1,793",10,566,Forty-third Doraemon movie,[],Doraemon Movie 43: Nobita no Chikyuu Symphony,,['Music'],,,,"['Kids', 'Shounen']",
213,Dance With the Wind,江豚·风时舞,Dance With the Finless Promise,['Movie'],1,Finished Airing,"Jan 20, 2024",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy', 'Romance']",,1 hr. 24 min.,PG-13 - Teens 13 or older,[],#16487,#14747,875,2,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jiangtun: Feng Shi Wu,,,,,,,
214,,大雨,The Storm,['Movie'],1,Finished Airing,"Jan 12, 2024",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,1 hr. 42 min.,None,[],#20204,#14889,834,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Dayu,,,,,,,
215,,シノアリス 一番最後のモノガタリ,,['Movie'],1,Finished Airing,"Feb 23, 2024",,,['Square Enix'],"None found,",['ILCA'],Game,,,1 hr. 4 min.,R - 17+ (violence & profanity),[],#14419,#19456,314,0,,"Alice's life has been miserable ever since she started playing SINoALICE. In despair at the world, she takes her own life, but wakes up and finds herself within the game, interacting with the game's navigator characters Parrah and Noya, who throw every despair of her previous life at her. As Parrah and Noya take Alice away, the game's characters plan to face the two. (Source: ANN)",[],SINoALICE: Ichiban Saigo no Monogatari,,,['Fantasy'],,,,
216,,八戒之天蓬下界,Ba Jie,['Movie'],1,Finished Airing,"Feb 10, 2024",,,"None found,","None found,","None found,",Other,"['Action', 'Adventure', 'Fantasy']",,Unknown,PG-13 - Teens 13 or older,[],#19327,#20551,252,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ba Jie: Tian Peng Xiajie,,['Martial Arts'],,,,,
217,,天降大任,,['Movie'],1,Finished Airing,"Jan 6, 2024",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Comedy', 'Fantasy']",,Unknown,PG-13 - Teens 13 or older,[],#14825,#20983,229,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Tian Jiang Daren,,,,,,,
218,,误闯隐形岛,,['Movie'],1,Finished Airing,"Jan 20, 2024",,,"None found,","None found,","None found,",Unknown,"['Action', 'Adventure', 'Drama', 'Fantasy']",,1 hr. 30 min.,PG-13 - Teens 13 or older,[],#15351,#21199,215,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wu Chuang Yinxing Dao,,,,,,,
219,,映画おしりたんてい さらば愛しき相棒(おしり)よ,,['Movie'],1,Finished Airing,"Mar 20, 2024",,,"None found,","None found,",['Toei Animation'],Picture book,"['Action', 'Comedy', 'Fantasy', 'Mystery']",,1 hr. 11 min.,PG - Children,[],#18410,#22293,161,0,,Oshiri Tantei's partner who disappeared 10 years ago suddenly reappears. He receives a mysterious message from Suisen and soon finds himself embroiled in a case of counterfeit art involving a massive plot to shake up the art galleries around the world. (Source: ANN),[],Oshiri Tantei Movie 5: Saraba Itoshiki Aibou (Oshiri) yo,['Kids'],['Anthropomorphic'],,,,,
220,,熊出没·逆转时空,,['Movie'],1,Finished Airing,"Feb 10, 2024",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy', 'Sci-Fi']",,1 hr. 47 min.,PG - Children,[],#15859,#22391,158,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xiong Chumo: Nizhuan Shikong,['Kids'],,,,,,
221,,八臂哪吒城的传说,,['Movie'],1,Finished Airing,"Feb 23, 2024",,,"None found,","None found,","None found,",Original,"['Action', 'Adventure', 'Fantasy']",,1 hr. 23 min.,None,[],#19326,#22752,143,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ba Bi Na Zha Cheng de Chuanshuo,,['Historical'],,,,,
222,,黄貔：天降财神猫,Huang Pi: God of Money,['Movie'],1,Finished Airing,"Feb 10, 2024",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy', 'Fantasy']",,1 hr. 22 min.,PG - Children,[],#21352,#23307,126,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Huang Pi: Tian Jiang Caishen Mao,,['Anthropomorphic'],,,,,
223,,开心超人之时空营救,Happy Heroes: Multiverse Rescue,['Movie'],1,Finished Airing,"Jan 20, 2024",,,"None found,","None found,","None found,",Original,"['Action', 'Comedy', 'Sci-Fi']",,1 hr. 42 min.,PG - Children,[],#16751,#23513,121,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Kaixin Chaoren: Yingxiong de Xin', '']",Kaixin Chaoren: Shikong Yingjiu,['Kids'],,,,,,
224,,森巴幸福岛之我要回家,I Want to Go Home,['Movie'],1,Finished Airing,"Jan 27, 2024",,,"None found,","None found,","None found,",Original,,,1 hr. 18 min.,PG - Children,[],#13956,#24562,100,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Senba Xingfu Dao: Wo Yao Hui Jia,['Kids'],['Anthropomorphic'],['Adventure'],,,,
225,,熊孩子·探险熊兵,Bear Kid: Super Hero,['Movie'],1,Finished Airing,"Feb 10, 2024 to Jan 10, 2024",,,"None found,","None found,","None found,",Original,,,1 hr. 20 min.,PG - Children,[],#15882,#24808,95,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xiong Haizi: Tanxian Xiong Bing,['Kids'],['Anthropomorphic'],['Adventure'],,,,
226,,ドラえもん&Fキャラオールスターズ「ゆめの町、Fランド」,,['Movie'],1,Finished Airing,"Feb 21, 2024",,,"None found,","None found,","None found,",['Manga'],"['Action', 'Adventure', 'Sci-Fi']",,Unknown,PG - Children,[],#20351,#24121,108,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],"Doraemon & F-Chara All Stars: Yume no Machi, F Land",['Kids'],,,,,,
227,,극장판 브레드 이발소: 셀럽 인 베이커리타운,,['Movie'],1,Finished Airing,"Mar 1, 2024",,,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",,1 hr. 13 min.,PG - Children,[],#19553,#25037,93,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Beuledeu Ibalso Movie: Selleob in Beikeolitaun,['Kids'],['Anthropomorphic'],,,,,
228,,DMZ 동물 특공대,DMZ Animal Rangers,['Movie'],1,Finished Airing,"Feb 14, 2024",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,1 hr. 15 min.,PG - Children,[],#20286,#27037,69,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],DMZ Dongmul Teuggongdae,,['Anthropomorphic'],,,,,
229,,生活はサイコパスの詩のように,Life Is the Poem by Psychopath,['Movie'],1,Finished Airing,"Feb 16, 2024",,,['Tokyo Polytechnic University'],"None found,","None found,",Original,"['Avant Garde', 'Suspense']",,5 min.,R - 17+ (violence & profanity),[],#13938,#26561,73,0,,"One rainy night, a man is murdered in a park and the protagonist witnesses it. He immediately calls the police, but his cell phone battery runs out. As he waits for the battery to recharge, his memory changes… (Source: Ionian Contemporary Animation Festival)",[],Seikatsu wa Psychopath no Shi no You ni,,['Psychological'],,,,,
230,,あめだま,Magic Candies,['Movie'],1,Finished Airing,"Mar 2, 2024 to ?",,,"None found,","None found,","['Toei Animation', 'DandeLion Animation Studio']",Picture book,"['Award Winning', 'Drama']",,21 min.,PG - Children,[],#19184,#26326,75,0,,"The other kids at the park never ask Dong-Dong to play. That's ok. He's fine just playing marbles on his own. One day, he buys a bag of colorful candies instead of new marbles. The first time he pops one of them into his mouth, his old sofa starts talking to him! The two share an unexpected conversation before the sweet melts away. As it happens, the people, animals, and objects in Dong-Dong's life have a lot to say. (Source: Official Site)",[],Amedama,,,,,,,
231,"Solo Leveling Recap, Ore dake Level Up na Ken Recap, Solo Leveling Episode 7.5, Ore dake Level Up na Ken Episode 7.5, 나 혼자만 레벨업",俺だけレベルアップな件 How to Get Stronger,Solo Leveling: How to Get Stronger,['TV Special'],1,Finished Airing,"Feb 25, 2024",,,"None found,","None found,",['A-1 Pictures'],['Web manga'],"['Action', 'Adventure', 'Fantasy']","['Adult Cast', 'Urban Fantasy']",23 min.,R - 17+ (violence & profanity),6.10,#9393,#4971,"21,654",116,9926,Recap of the first seven episodes of Ore dake Level Up na Ken.,[],Ore dake Level Up na Ken: How to Get Stronger,,,,,,,
232,"Tensei shitara Slime Datta Ken 2nd Season Part 2 Recap, Tensei shitara Slime Datta Ken Episode 48.5",転生したらスライムだった件 閑話: ディアブロ日記,That Time I Got Reincarnated as a Slime Season 3: Digression - Diablo's Journal,['TV Special'],1,Finished Airing,"Mar 31, 2024",,,"None found,","None found,",['8bit'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,23 min.,PG-13 - Teens 13 or older,6.74,#5653,#5452,"17,119",45,7446,Recap of Tensei Shitara Slime Datta Ken 2nd Season Part 2.,[],Tensei shitara Slime Datta Ken 3rd Season: Kanwa - Diablo Nikki,,['Isekai'],,,,,
233,Witchcraft Works Specials,なぜなに！？うぃっちくらふとわ～くす,Witch Craft Works Specials,['Special'],6,Finished Airing,"Mar 26, 2014 to Aug 27, 2014",,,"['Lantis', 'Magic Capsule']","None found,",['J.C.Staff'],['Manga'],,,5 min. per ep.,PG-13 - Teens 13 or older,6.74,#5658,#5501,"16,712",10,4851,Specials included in Blu-rays/DVDs of Witch Craft Works.,[],Witch Craft Works Specials,,,['Comedy'],,,,
234,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su Recap",シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～ スペシャル特番〜最新話まで丸わかり！超速ダイジェスト〜,Shangri-La Frontier: Get Yourselves Caught up With This Light-Speed Recap!,['TV Special'],1,Finished Airing,"Jan 14, 2024",,,"None found,","None found,",['C2C'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,23 min.,PG-13 - Teens 13 or older,6.44,#7437,#8361,"5,901",19,2684,"Recap of the first 14 episodes of Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su with new narration by Sunraku, Pencilgon, and OiKatzo.",[],"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su - Saishin Wa made Maruwakari! Chousoku Digest",['Shounen'],['Video Game'],,,,,
235,,英雄教室 OVA,Classroom for Heroes Specials,['Special'],3,Finished Airing,"Jan 26, 2024 to Mar 27, 2024",,,"None found,","None found,",['Actas'],['Light novel'],"['Action', 'Fantasy', 'Ecchi']","['Harem', 'School']",13 min. per ep.,PG-13 - Teens 13 or older,6.14,#9172,#9118,"4,690",10,444,Specials included in the BD/DVD release of Eiyuu Kyoushitsu.,[],Eiyuu Kyoushitsu Specials,,,,,,,
236,"Bucchigiri?! Recap, Bucchigiri?! Episode 6.5",ぶっちぎり?! 蘇る! 今夜はぶっちーバック to the 中華！,Bucchigiri?! Revival! Tonight is BUCCHI Back to the Chinese Food!,['TV Special'],1,Finished Airing,"Feb 24, 2024",,,"None found,","None found,",['MAPPA'],Original,"['Comedy', 'Fantasy']","['Delinquents', 'School']",23 min.,PG-13 - Teens 13 or older,5.65,#11617,#10067,"3,451",8,1416,Recap of the first six episodes of Bucchigiri?!.,[],Bucchigiri?! Yomigaeru! Konya wa Bucchii Back to the Chuuka!,,,,,,,
