,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Demographic,Theme,Demographics
153,,かなかなかぞく「秘密結社 鷹の爪コラボムービー」,,,,,['ONA'],1,Finished Airing,"Jun 25, 2014",,,"None found,","None found,",['DLE'],Original,,,2 min.,G - All Ages,5.01,#13204,#17105,493,0,167,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,['Comedy'],,,
154,"Zonbi Ehon, Zombies Diary",ゾンビ絵本,Zombie Diary,,,,['ONA'],1,Finished Airing,"May 21, 2014",,,"None found,","None found,",['Studio Binzo'],Original,,,3 min.,PG-13 - Teens 13 or older,4.76,#13459,#17509,457,1,204,Picture drama featuring zombies from Zombie Clay Animation: Life of the Dead.,[],Zombie Ehon,['Comedy'],,,
155,"Shigoto Shoukai, Arubaito, Job Introduction, Part-time Job",くら寿司,,,,,['ONA'],2,Finished Airing,"Apr 27, 2014 to Aug 26, 2016",,,"None found,","None found,","None found,",Original,,,4 min. per ep.,G - All Ages,5.82,#10842,#17495,458,0,203,"A recruitment video/commercial commissioned by Kura Corporation, a Japanese sushi restaurant chain that specializes in conveyor belt sushi. The first episode is a young man trying his best to work hard at his new full time job. The second episode focuses on teenagers working there part time (and the young man from the previous episode has now become the manager of the restaurant).",[],Kura Sushi,['Slice of Life'],,,
156,,超合金ハローキティ,,,,,['ONA'],1,Finished Airing,"Jun 21, 2014",,,"['Sanrio', 'Bandai']","None found,","None found,",Other,,,3 min.,G - All Ages,5.71,#11349,#17422,464,0,193,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (CM) Mazinger Z x Hello Kitty x Chogokin', '']",Chogokin Hello Kitty,['Sci-Fi'],,['Mecha'],
157,,碧の舞台に思いを寄せて,,,,,['ONA'],3,Finished Airing,"May 26, 2014 to Aug 2014",,,"None found,","None found,","None found,",Other,,,1 min. per ep.,PG-13 - Teens 13 or older,5.52,#12037,#17513,457,0,203,"Madobe Nanami, the mascot of Windows 7, is working at a store in Akihabara. One of the employees has a problem with the system, but he wants to solve it himself in the hope that in doing so he will win the heart of Madobe Claudia, Microsoft's cloud representative.",[],Ao no Butai ni Omoi wo Yosete,['Comedy'],,,
158,Order Designer Episode 10.5,死灵编码：世界操纵者 回顾,Order Designer Recap,,,,['ONA'],1,Finished Airing,"May 8, 2014",,,"None found,","None found,","None found,",Original,,,2 min.,R - 17+ (violence & profanity),5.41,#12383,#17892,427,0,123,Recap episode of Si Ling Bianma: Zhi Shijie Caozong Zhe that aired between episode 10 and 11.,[],Si Ling Bianma: Shijie Caozong Zhe Recap,,,,
159,Ponkotsu Quest x Monsters Tokubetsu-hen,ポンコツクエスト×MONSTERZ モンスターズ特別篇,,,,,['ONA'],3,Finished Airing,"May 25, 2014 to May 29, 2014",,,"None found,","None found,","None found,",Other,"['Comedy', 'Fantasy']",,2 min. per ep.,PG - Children,[],#21087,#17932,425,0,,A collaboration promotion between the Ponkotsu Quest anime and the Monsterz live action horror film (which is a remake of a South Korean film titled Haunters) airing in theaters.,[],Ponkotsu Quest x Monsterz,,,['Parody'],
160,,Go!Go!家電男子 シーズン2,,,,,['ONA'],78,Finished Airing,"Apr 29, 2014 to Mar 13, 2015",,,"None found,","None found,",['DLE'],Unknown,,,1 min. per ep.,G - All Ages,[],#18197,#17944,424,0,,2nd Season of Go! Go! Kadendanshi.,"['Prequel (ONA) Go! Go! Kadendanshi', '']",Go! Go! Kadendanshi 2nd Season,['Action'],['Seinen'],,
161,Umi no Hi Kodomo Special,dwarf movie lab,,,,,['ONA'],13,Finished Airing,"May 2, 2014",,,"None found,","None found,",['dwarf'],Other,,,39 sec. per ep.,G - All Ages,5.50,#12124,#19033,343,0,133,"Various shorts made by studio dwarf using original characters from franchises they worked on such as Domo-kun and Komaneko as well as original ones. Includes 12 ""Vol."" numbered episodes and one ""Uma no Hi Kodomo"" titled episode.",[],dwarf Movie Lab,,['Kids'],,
162,REACH x Inuyama Kamiko,犬山紙子のキレイごとじゃ終わらない！,,,,,['ONA'],2,Finished Airing,"Jun 30, 2014 to Sep 30, 2014",,,"None found,","None found,","None found,",Unknown,,,3 min. per ep.,G - All Ages,[],#18880,#19233,330,0,,A series (collaboration with a toothbrush brand REACH) following two women that aims to educate about proper dental health.,[],Inuyama Kamiko no Kireigoto ja Owaranai!,['Slice of Life'],,,
163,Momon's Sand Witch Special,ももんず さんどうぃっち 番外編 たぬの休日,,,,,['ONA'],1,Finished Airing,"Jun 25, 2014",,,"None found,","None found,","None found,",Original,,,2 min.,G - All Ages,[],#20391,#19281,327,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Momon's Sand Witch Bangai-hen: Tanu no Kyuujitsu,['Comedy'],['Kids'],,
164,,お庭の外,,,,,['ONA'],2,Finished Airing,"Jun 23, 2014 to Aug 14, 2014",,,"None found,","None found,",['Saigo no Shudan'],Original,,,46 sec. per ep.,G - All Ages,5.44,#12285,#19239,330,0,145,"Saigo no Shudan's advertisement movies for the 2014 Shibukaru Festival hosted by the Parco department store. A regular version and long version exist of the advertisement, though both share very little footage between each other.",[],Oniwa no Soto,['Avant Garde'],,,
165,,異字元合体もじバケるZ,,,,,['ONA'],1,Finished Airing,"Jun 29, 2014",,,"None found,","None found,","None found,",Other,,,17 min.,G - All Ages,[],#18836,#19699,302,0,,A promotional anime for the Ijigen Gattai Mojibakeru Z toy line from Bandai.,[],Ijigen Gattai Mojibakeru Z,,['Kids'],['Strategy Game'],
166,"Bansou Kousaten, Banso Intersection, Kizuna Sou Kousaten, Broken Relationship Intersection, Band-Aid Intersection",絆創交差点,,,,,['ONA'],1,Finished Airing,"Apr 5, 2014",,,"None found,","None found,","None found,",Original,"['Drama', 'Slice of Life']",,6 min.,G - All Ages,5.32,#12643,#19919,289,1,116,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bansoukousaten,,,['School'],
167,Chi Dor Dor Starry Sky Tour,智多多奇幻星空之旅,Gee Dor Dor's Space Adventure,,,,['ONA'],1,Finished Airing,"Apr 22, 2014",,,"None found,","None found,","None found,",Original,,,23 min.,PG - Children,[],#16281,#20282,269,0,,"On a quest to save the earth, 3 animals travel to other planets to acquire the infinity stones where they can then bless the planet with love, honesty, and fairness.",[],Zhi Duoduo Qihuan Xingkong Zhi Lu,,['Kids'],['Space'],
168,,ぢべたぐらし あひるの生活 あひるのすむ島,,,,,['ONA'],1,Finished Airing,"Apr 25, 2014",,,"None found,","None found,","None found,",['Web manga'],"['Comedy', 'Slice of Life']",,3 min.,G - All Ages,[],#17620,#20440,261,0,,The 40th and final episode of Dibetagurashi: Ahiru no Seikatsu. It was never aired on TV and was only available to view digitally on official Japanese streaming services when one purchased the 36-40 episode package.,"['Prequel (TV) Dibetagurashi: Ahiru no Seikatsu', 'Adaptation (Manga) Dibetagurashi']",Dibetagurashi: Ahiru no Seikatsu - Ahiru no Sumu Shima,,,,
169,,防災啓発動画,The Disaster Awareness Video,,,,['ONA'],2,Finished Airing,Apr 2014,,,"None found,","None found,","None found,",Original,,,6 min. per ep.,G - All Ages,[],#17027,#20464,260,0,,"In preparation for a large-scale disaster occurring in the Tokyo metropolitan area, we used the visually appealing and memorable medium of anime to make a ""disaster prevention educational video"" with the objective of conveying easy-to-understand disaster-prevention knowledge to foreign residents of Japan. In the four languages of Japanese, English, Chinese, and Korean, the video teaches knowledge such as what be cautious of in the event of an earthquake, what to prepare in advance for an earthquake, and what to do if an earthquake occurs while at work or away from home. We hope that the video will be useful in raising disaster-prevention awareness, and in preparing for a disaster. (Source: Tokyo International Communication Committee)",[],Bousai Keihatsu Douga,['Slice of Life'],,['Educational'],
170,,刷兵男的搞笑劇場,,,,,['ONA'],10,Finished Airing,"Apr 23, 2014 to ?",,,"None found,","None found,","None found,",['Manga'],,,5 min. per ep.,PG-13 - Teens 13 or older,[],#14331,#23700,118,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shua Bing Nan De Gaoxiao Juchang,['Comedy'],,['Gag Humor'],
171,,hadopelagic,,,,,['ONA'],1,Finished Airing,"May 14, 2014",,,"None found,","None found,","None found,",Original,,,1 min.,G - All Ages,[],#18336,#23542,122,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hadopelagic,['Avant Garde'],,,
172,,コアラのボッチ,,,,,['ONA'],3,Finished Airing,"Apr 10, 2014 to May 23, 2014",,,"None found,","None found,",['Kate Arrow'],Original,,,1 min. per ep.,PG-13 - Teens 13 or older,[],#19482,#24346,105,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Koala no Bocchi,['Comedy'],,,
173,Xiongmao Shou Zha,熊猫手札,,,,,['ONA'],10,Finished Airing,"May 9, 2014 to Dec 10, 2014",,,"None found,","None found,","None found,",['Manga'],,,6 min. per ep.,G - All Ages,[],#15913,#24637,100,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xiongmao Shouzha,['Comedy'],,['Anthropomorphic'],
174,,十九國,,,,,['ONA'],109,Finished Airing,"Jun 8, 2014 to ?",,,"None found,","None found,","None found,",Original,,,12 min. per ep.,PG-13 - Teens 13 or older,[],#14207,#24826,97,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shijiu Guo,['Comedy'],,,
175,,贱萌三国,,,,,['ONA'],6,Finished Airing,"Jun 1, 2014 to ?",,,"None found,","None found,","None found,",Unknown,,,5 min. per ep.,PG - Children,[],#18950,#25377,89,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jian Meng Sanguo,['Comedy'],['Kids'],,
176,,LADYCC公主茜茜（礼仪篇）,Lady CC: Social Etiquette,,,,['ONA'],20,Finished Airing,"Apr 1, 2014 to ?",,,"None found,","None found,","None found,",Unknown,,,2 min. per ep.,PG - Children,[],#18225,#25807,83,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Gongzhu Qian Qian: Liyi Pian,,['Kids'],,
177,"Shingeki no Kyojin: Ilse no Techou, Attack on Titan: Ilse's Journal, 進撃の巨人 「イルゼの手帳」",進撃の巨人ＯＡＤ,Attack on Titan OAD,,,,['OVA'],3,Finished Airing,"Dec 9, 2013 to Aug 8, 2014",,,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprises']",['Funimation'],['Wit Studio'],['Manga'],"['Action', 'Drama', 'Suspense']","['Gore', 'Survival']",23 min. per ep.,R - 17+ (violence & profanity),7.89,#841,#494,"483,696",965,282598,"Ilse no Techou: Aru Chousa Heidanin no Shuki During the Survey Corps' 49th recon mission, Hange Zoë is determined to capture a titan specimen. Despite not receiving clearance from Commander Erwin Smith, when a titan is spotted in nearby forestland, Hange rides out alone to meet it. Recklessly luring it out, she asks the titan numerous questions and puts her life on the line for the sake of her research. However, the behavior of this particular titan is far from normal. It quickly turns back and enters the wood once again, leading Hange to somewhere specific. What Hange finds is the legacy of former scout Ilse Langnar. In spite of her death, she provides a valuable piece of information that may serve to turn the tide for titan research—a diary documenting her last moments. Totsuzen no Raihousha: Sainamareru Seishun no Noroi Jean Kirstein would do anything to escape his boring home life and overbearing mother. After enlisting in the military, it became his ultimate goal to join the Military Police regiment and live out in peace and luxury. However, during his time with the 104th Training Corps, things never really go the way Jean wants them to. Eventually, the stolen glory and condescending banter of his comrades become too much—and Jean challenges fellow cadet Sasha Blouse to a battle, in order to determine which of them is strongest—but who will come out on top? Konnan The 104th Training Corps' most recent mission is a trek on horseback into the forest. Although a test of their ability to stay alert even in non-threatening situations, the task is boring and can lead to in-fighting. This is especially true for one of the groups, lead by Marco Bott. Some want to stay true to the mission they have been tasked with, and the rest would rather slack off, occupying themselves with more exciting activities. But when trouble strikes, they are completely unprepared. [Written by MAL Rewrite]",[],Shingeki no Kyojin OVA,,['Shounen'],,
178,Magi: Adventure of Sinbad OVA,マギ シンドバッドの冒険,,Magi: Adventure of Sinbad,Magi: Adventure of Sinbad,Magi: Adventure of Sinbad,['OVA'],5,Finished Airing,"May 14, 2014 to Jul 15, 2015",,,"['Aniplex', 'Shogakukan']","None found,",['Lay-duce'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,24 min. per ep.,PG-13 - Teens 13 or older,7.79,#1073,#1723,"141,138",265,65629,"Not so long ago, mysterious structures called Dungeons began appearing all over the world. No one knows what they are or how they came to be, but adventurers and armies around the world instantly took interest in them. Thousands set out to explore the Dungeons, but so far, not a single person has returned. In a Parthevian port, a young boy is about to make a name for himself. Sinbad is good-natured, strong, and craving adventure. A kind deed leads to his meeting with Yunan, an enigmatic traveler who is far more powerful than his frivolous personality lets on. Yunan instructs Sinbad to attain the ""power of the king"" and change the world—by conquering a Dungeon. The eager boy readily accepts, setting out on the grand adventure he so craved. Taking place 15 years before the events of the original series, Magi: Sinbad no Bouken chronicles Sinbad's youth as a Dungeon conqueror. Along the way, the budding adventurer and merchant will have to face many obstacles, but anything is possible with the power of a king. [Written by MAL Rewrite]","['Adaptation (Manga) Magi: Sinbad no Bouken', '']",Magi: Sinbad no Bouken,,['Shounen'],,
179,Mobile Suit Gundam UC,機動戦士ガンダムUC（ユニコーン）,Mobile Suit Gundam Unicorn,,,,['OVA'],7,Finished Airing,"Mar 12, 2010 to Jun 6, 2014",,,"['Bandai Visual', 'Kadokawa Shoten']","['Nozomi Entertainment', 'Bandai Entertainment', 'NYAV Post']",['Sunrise'],Novel,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",1 hr. 2 min. per ep.,PG-13 - Teens 13 or older,8.09,#531,#2184,"102,686","1,638",52447,"In the year Universal Century 0096, three years after Char Aznable's failed attempt to force human migration into space, life continues in the colonies orbiting Earth. One such colony, at Side 4, is home to Banagher Links, a 16-year-old who lives a quiet life among his classmates. Audrey Burne, the last descendant of a great tyrannical family, takes it upon herself to steal the key to a mysterious device known as ""Laplace's Box."" It is said that the Box has the power to shape the course of the universe, and Audrey travels to Side 4 in an attempt to take it from its current holder and keep it from the Sleeves, the surviving remnant of Char Aznable's Neo-Zeon. In her search, she stumbles across Banagher and changes his life forever. When Side 4 comes under the attack of the Sleeves and its prolific fighters Marida Cruz and Full Frontal, Banagher takes control of the newly built Gundam Unicorn to defend his friends and protect the fate of humankind. [Written by MAL Rewrite]","['Prequel (Movie) Kidou Senshi Gundam: Gyakushuu no Char', 'Sequel (Movie) Kidou Senshi Gundam F91', 'Sequel (ONA) Kidou Senshi Gundam: Twilight Axis', 'Sequel (Movie) Kidou Senshi Gundam NT']",Kidou Senshi Gundam Unicorn,,,,
