,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Genre,Theme,Demographics
217,名探偵コナン 緋色の弾丸,Detective Conan Movie 24: The Scarlet Bullet,['Movie'],1,Finished Airing,"Apr 16, 2021",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Action', 'Comedy', 'Drama', 'Mystery']",,['Shounen'],1 hr. 50 min.,PG-13 - Teens 13 or older,7.76,#1142,#4808,"23,420",96,10801,"Japan is about to celebrate the world's largest sports festival, ""WSG-World Sports Games"", in Tokyo. In line with the opening ceremony, it is announced that the world's first ""Vacuum Superconducting Linear"" train, boasting a maximum speed of 1,000 km/h which combined all of Japan's technologies, will be opened to the public between Shin-Nagoya Station and Shibahama Station and established in Tokyo. As the world's attention is garnered, an incident occurs at a party venue where famous tournament sponsors are gathered, leading to an abnormal situation where top dogs of companies are kidnapped one after another. Behind the scenes are Shuichi Akai who monitors the incident, and the FBI who waits for orders from Akai. Conan's reasoning reveals the relevance of the apocalyptic WSG kidnapping incident that occurred in Boston, USA, fifteen years ago, and that the incident was also under the jurisdiction of the FBI. Is this a coincidence? What is going to happen in Japan, where many types of people from all over the world are gathered? (Source: Detective Conan World)","['Prequel (Movie) Meitantei Conan: Hiiro no Fuzai Shoumei', '']",Meitantei Conan Movie 24: Hiiro no Dangan,,Detektiv Conan Film 24: Die schrlachrote Kugel,,,,['Detective'],
218,劇場版 少女☆歌劇 レヴュースタァライト,Revue Starlight: The Movie,['Movie'],1,Finished Airing,"Jun 4, 2021",,,['Bushiroad'],['Sentai Filmworks'],['Kinema Citrus'],Original,,"['Music', 'Performing Arts', 'School']",,2 hr.,PG-13 - Teens 13 or older,8.52,#136,#4901,"22,316",956,9640,"With the arrival of a new generation of talented girls, another lively year at Seishou Music Academy begins. The graduating 99th class is already preparing for the much-anticipated rendition of Starlight, a bittersweet story about the parting of two girls. It seems like all students in the Actor Training Department have their post-graduation future figured out—except for the cheerful Karen Aijou. Having fulfilled her promise of performing in a play with Hikari Kagura, her ambitious childhood friend, Karen struggles to find her purpose. What lies beyond their promise is a mystery to Karen, as Hikari was the fuel that kept her passion for performing aflame. Now alone, Karen must confront the reality of stage girls and find her way toward the future—her very own stage. [Written by MAL Rewrite]","['Prequel (TV) Shoujo☆Kageki Revue Starlight', 'Prequel (Movie) Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo']",Shoujo☆Kageki Revue Starlight Movie,,,,,['Drama'],,
219,ジャーニー 太古アラビア半島での奇跡と戦いの物語,The Journey,['Movie'],1,Finished Airing,"Jun 25, 2021",,,"['Arch', 'Manga Productions']","None found,","['Toei Animation', 'Yokohama Animation Laboratory']",Novel,"['Action', 'Adventure']",,,1 hr. 49 min.,R - 17+ (violence & profanity),7.33,#2658,#5810,"14,546",229,4916,"From the south of the Arabian Peninsula, the great General Abraha and his mighty army trample their way north to the holy city of Mecca. Their demands are ruthless: Mecca's surrender, its people's enslavement, and the Kaaba's destruction. Despite advice to withdraw and save themselves, a few brave Meccan men remain to fight. Among them is Aws Ibn Jubair, a humble potter who abandoned a life of sin to dedicate himself to honor and faith. As the enemy troops approach in the dead of night, the vastly outnumbered Meccans work to raise morale. The night takes an unexpected shift with the reappearance of an atheist mercenary named Zurara—Aws' old accomplice who never went straight. Although Zurara joins only for food and pay, the intriguing tale of Aws' path to religion convinces him that Mecca is worth protecting. Bracing for the inevitable bloodbath, the two former friends reunite to defend the only land and faith that allow them to truly forgive themselves. [Written by MAL Rewrite]",[],Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,,,,,,['Historical'],
220,漁港の肉子ちゃん,Fortune Favors Lady Nikuko,['Movie'],1,Finished Airing,"Jun 11, 2021",,,"None found,",['GKIDS'],['Studio 4°C'],Novel,"['Award Winning', 'Drama']",,,1 hr. 36 min.,PG-13 - Teens 13 or older,7.27,#3014,#6057,"12,992",44,3742,"Kikuko Misuji, more often called ""Nikuko-chan,"" is known by everyone in her small northern town as the happy fat lady at the grill. Having lived arduously traveling from man to man and town to town for the bulk of her life, Nikuko-chan finally seems to have settled down on a houseboat docked in the bay with her daughter—also named Kikuko. Together, the pair does their best to find their place in the world. For the bold and brash Nikuko-chan, her spirited behavior easily guides her toward the earnest goal. However, for the quiet and reserved Kikuko, who is often embarrassed by her mother's antics, each day can be just as uninspiring as the last. From middle school drama to solving the mystery of her strange classmate Ninomiya, Kikuko's adolescence is full of many twists and turns. [Written by MAL Rewrite]","['Adaptation (Manga) Gyokou no Nikuko-chan', '']",Gyokou no Nikuko-chan,,,,,,,
221,劇場版 BanG Dream! Episode of Roselia I:約束,,['Movie'],1,Finished Airing,"Apr 23, 2021",,,"None found,","None found,",['SANZIGEN'],Mixed media,,,,1 hr. 17 min.,PG-13 - Teens 13 or older,7.71,#1258,#6293,"11,808",64,5005,"To reach the stage of ""FES."", Yukina Minato decides to form a band. Each holding their own convictions, the members of the band come together. The five girls now begin their journey to the top as Roselia... This is the story of their ""promise"" made to each other, from the start of the band to their challenge towards FUTURE WORLD FES! (Source: Official Site)","['Sequel (Movie) BanG Dream! Movie: Episode of Roselia - II: Song I Am.', '']",BanG Dream! Movie: Episode of Roselia - I: Yakusoku,Gekijouban Bang Dream! Episode of Roselia,,,,,['Music'],
222,映画 さよなら私のクラマー ファーストタッチ,,['Movie'],1,Finished Airing,"Jun 11, 2021",,,"None found,","None found,",['LIDENFILMS'],['Manga'],"['Romance', 'Sports']","['School', 'Team Sports']",['Shounen'],1 hr. 44 min.,None,7.08,#4027,#6395,"11,340",22,3923,"14-year-old Nozomi Onda has only one thing on her mind: playing beautiful soccer. There's just one problem: no matter how much she longs to participate in official matches, she'd have physically superior boys as opponents. But when a boy from her past confronts her on the street, she decides she can't wait any longer. (Source: Kodansha Comics)","['Sequel (TV) Sayonara Watashi no Cramer', 'Adaptation (Manga) Sayonara Football']",Sayonara Watashi no Cramer Movie: First Touch,"Farewell, My Dear Cramer Movie: First Touch, Sayonara Football",,,,,,
223,劇場版 BanG Dream! Episode of Roselia II:Song I am.,,['Movie'],1,Finished Airing,"Jun 25, 2021",,,"None found,","None found,",['SANZIGEN'],Mixed media,,,,1 hr. 10 min.,PG-13 - Teens 13 or older,8.01,#648,#6616,"10,487",73,4630,"After overcoming numerous tribulations, the members of Roselia promised to appear on FUTURE WORLD FES. It is now Autumn... Through writing the lyrics of ""Promise,"" Lisa has matured. Watching the change of color in the autumn leaves, Yukina and Sayo expressed their resolve in a picture letter to their future selves. Driven by the wish to do something for Roselia, Rinko has started to compose a new song. ""The remaining quests are the contest, the tournament, and FUTURE WORLD FES..."" Reflecting on their goals, Ako starts to feel anxious. What view will the five of them see beyond FUTURE WORLD FES? (Source: official site)","['Prequel (Movie) BanG Dream! Movie: Episode of Roselia - I: Yakusoku', '']",BanG Dream! Movie: Episode of Roselia - II: Song I Am.,Gekijouban Bang Dream! Episode of Roselia,,,,,['Music'],
224,『宇宙戦艦ヤマト』という時代 西暦2202年の選択,Star Blazers Chronicle 2202,['Movie'],1,Finished Airing,"Jun 11, 2021",,,"['Production I.G', 'OLM', 'Shochiku', 'Bandai', 'Banpresto', 'Bandai Namco Entertainment', 'Voyager Entertainment', 'Bandai Namco Arts', 'ADK Marketing Solutions']","None found,",['studio MOTHER'],Original,"['Action', 'Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",,1 hr. 58 min.,PG-13 - Teens 13 or older,6.66,#6116,#9236,"4,518",13,656,Compilation of Uchuu Senkan Yamato 2202: Ai no Senshi-tachi.,"['Prequel (OVA) Uchuu Senkan Yamato 2199', 'Sequel (OVA) Uchuu Senkan Yamato 2205: Aratanaru Tabidachi']","""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku","Star Blazers: Space Battleship Yamato 2202, Uchuu Senkan Yamato 2202: Ai no Senshi-tachi Summary, Uchuu Senkan Yamato 2202: Ai no Senshi-tachi Soushuuhen",,,,,,
225,西游记之再世妖王,,['Movie'],1,Finished Airing,"Apr 2, 2021",,,"None found,","None found,","None found,",Novel,"['Action', 'Fantasy']",,,1 hr. 35 min.,PG-13 - Teens 13 or older,6.76,#5559,#15930,630,3,178,"The first demon came to earth at the very beginning of Chaos, he was named Yuan Di and worshiped as Demon Primogenitor. Millions of years later, the Monkey King is rescued by Tang Monk and started to protect him for going on a pilgrimage for Buddhist scriptures. The two demon kings are destined for a ultimate battle. (Source: moviescore.com)",[],Xiyou Ji: Zai Shi Yao Wang,"Journey to the West: The Reincarnation Demon King, Monkey King Reborn",,,,,,
226,それいけ! アンパンマン ふわふわフワリーと雲の国,Anpanman: Fluffy Flurry & the Land of the Clouds,['Movie'],1,Finished Airing,"Jun 25, 2021",,,"None found,","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],1 hr. 2 min.,PG - Children,[],#14491,#17445,459,1,,"Anpanman, his friends, and the cloud child Fuwari strive to save Cloud Country. In order for flowers and plants to be healthy, Cloud Country travels to distribute clouds that can make rain and rainbows to various towns and stars. A cloud baby born in Cloud Country runs across Baikinman and his friends. After meeting them, the baby gets the name Fuwari and quickly grows while developing a bond with Dokin-chan. (Source: ANN)",[],Sore Ike! Anpanman: Fuwa Fuwa Fuwaly to Kumo no Kuni,"Sore Ike! Anpanman: Fuwa Fuwa Fuwari to Kumo no Kuni, Anpanman Movie 32",,,,,,
227,トゥルーノース,True North,['Movie'],1,Finished Airing,"Jun 4, 2021",,,['Toei Video'],"None found,","None found,",Original,,,,1 hr. 33 min.,PG-13 - Teens 13 or older,[],#14991,#21761,187,0,,"When Yohan is nine years old, he, his mother and sister are forcibly relocated to a notoriously cruel political prison camp in North Korea. His innocence is gradually eroded by the harsh brutality of the camp, while the rest of his family tries to maintain their decency and compassion for their fellow humans. Years later, after being devastated by the sudden and tragic loss of a loved one, he begins to reassess the meaning of his life - even as he struggles to survive in the worst imaginable living conditions. (Source: Official Site)",[],True North,,,,,['Drama'],['Historical'],
228,恐龙飞车,,['Movie'],1,Finished Airing,"May 15, 2021",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 36 min.,PG - Children,[],#17045,#22259,163,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Konglong Feiche,Crazy Racing,,,,,,
229,廢棄之城,City of Lost Things,['Movie'],1,Finished Airing,"May 7, 2021",,,"None found,","None found,","None found,",Original,"['Drama', 'Fantasy']",,,1 hr. 30 min.,PG-13 - Teens 13 or older,[],#20567,#22280,162,0,,"16-year-old teenager Leaf runs away from home, skipping classes and ending up in a peculiar place called City of Lost Things. There he meets Baggy, a 30-year-old plastic bag. Baggy never sees himself as just another piece of junk. He has a purpose in his life - to lead his tribe to flee City of Lost Things. But he needs the help from Leaf to fight the dreadful army of the Armors. (Source: IMDB)",[],Feiqi Zhi Cheng,,,,,,,
230,水中的女孩,Girl in the Water,['Movie'],1,Finished Airing,"May 9, 2021",,,"None found,","None found,",['Slow Studio'],Original,,,,8 min.,PG-13 - Teens 13 or older,[],#14357,#22338,160,0,,"Girl in the Water is a hand-drawn animation based on the director's personal experiences, painted in watercolour and pastel frame by frame. It depicts femininity and female internal time-consciousness through the healing of a woman's broken heart. (Source: Goldenhorse)",[],Shuizhong de Nuhai,,,,,['Drama'],,
231,小美人鱼的奇幻冒险,The New Little Mermaid: Ocean Girl,['Movie'],1,Finished Airing,"Apr 3, 2021",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 21 min.,G - All Ages,[],#15558,#22629,148,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) Xiao Meirenyu: Dahai Guai Chuanshuo', '']",Xiao Meirenyu de Qihuan Maoxian,,,,,,,
232,蝴蝶果醬,Butterfly Jam,['Movie'],1,Finished Airing,"Jun 14, 2021",,,"None found,","None found,","None found,",Original,,,,6 min.,PG-13 - Teens 13 or older,[],#21381,#22719,144,0,,A young woman describes her father and his relationship with his many pets that he never managed to take care of. This is a story of those clumsy people whose tactless expression of love ends up pushing their loved ones away. (Source: Goldenhorse),[],Hudie Guojiang,La Confiture de Papillons,,,,['Drama'],,
233,潜艇总动员8：地心游记,,['Movie'],1,Finished Airing,"Jun 12, 2021",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 25 min.,PG - Children,[],#18730,#23866,113,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Qian Ting Zong Dong Yuan: Wai Xing Baobei Jihua', 'Sequel (Movie) Qian Ting Zong Dong Yuan: Huan You Diqiu 80 Tian']",Qian Ting Zong Dong Yuan 8: Di Xin Youji,,,,,['Adventure'],,
234,쓰레기의 섬,The Isle Of Trashes,['Movie'],1,Finished Airing,Apr 2021,,,"None found,","None found,","None found,",Original,,,,18 min.,PG-13 - Teens 13 or older,[],#14571,#25425,88,0,,"After 50 years of floating in the ocean, plastic rubbishes formed a huge garbage patch. The background of <The Isle of Trashes> is set in the ""Great Pacific Garbage Patch"". On the Trash Island, various characters stumble across each other regardless of their will. They each face a tragic ending in this hopeless island. (Source: Yeoleum)",[],Sseulegiui Seom,,,,,['Drama'],,
235,ワンダーエッグ・プライオリティ 私のプライオリティ,Wonder Egg Priority: My Priority,['TV Special'],1,Finished Airing,"Jun 30, 2021",,,['Aniplex'],['Funimation'],['CloverWorks'],Original,"['Drama', 'Supernatural', 'Suspense']",,,46 min.,R - 17+ (violence & profanity),5.14,#13019,#1629,"152,324",444,84812,"Ai Ooto is finally at the cusp of unraveling the mystery behind her best friend's suicide. After stepping into the strange dreamlike world of the Wonder Egg and sparing people from their adversities, she reaches her end goal of resurrecting her friend from death. Yet, now with her friend alive, Ai is confused and hurt after realizing that she does not remember her anymore. She is not the only one who has been alienated by the person she saved. In fact, the other girls caught up in the affairs also face the same repercussions for bringing someone back to life. As they try to grasp their new reality, the girls come to terms with the trauma from their ""mission"" and question whether they should dive back into the Wonder Egg to uncover the truth behind everything. [Written by MAL Rewrite]","['Prequel (TV) Wonder Egg Priority', '']",Wonder Egg Priority: Watashi no Priority,"Wonder Egg Priority Tokubetsu-hen., Wonder Egg Priority episode 13, Wonder Egg Priority Special",,,,,['Psychological'],
236,転生したらスライムだった件 閑話: ヴェルドラ日記2,That Time I Got Reincarnated as a Slime Season 2: Tales - Veldora's Journal 2,['TV Special'],1,Finished Airing,"Jun 29, 2021",,,"None found,","None found,",['8bit'],['Manga'],"['Action', 'Comedy', 'Fantasy']",,,23 min.,PG-13 - Teens 13 or older,7.17,#3546,#2936,"62,840",281,30852,Recap of Tensei Shitara Slime Datta Ken 2nd Season.,[],Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,"Tensei shitara Slime Datta Ken 2nd Season Recap, Tensei shitara Slime Datta Ken Episode 36.5",,,,,['Isekai'],
