,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Synonyms,Demographic,German,Spanish,French,Demographics
155,HAPPY FOREST,,['ONA'],1,Finished Airing,"Jul 4, 2015",,,"None found,","None found,",['Marza Animation Planet'],Original,,,1 min.,G - All Ages,5.36,#12536,#16554,554,0,273,"A short film created to demonstrate Real Time Engine technology. It features a young, curious dragon exploring the forest.",[],Happy Forest,"['Fantasy', 'Slice of Life']",,,,,,,
156,SUGIO~森林で恋をして~,,['ONA'],3,Finished Airing,"Sep 27, 2015",,,"None found,","None found,",['DLE'],Original,['Comedy'],,4 min. per ep.,G - All Ages,5.46,#12245,#16581,550,0,238,"The shorts follow a cedar tree named Cedric, who falls in love with a human woman. In order to remain with her, he hopes that she will use him to build her home.",[],Sugio: Mori de Koi wo Shite,,,,,,,,
157,たましち！,,['ONA'],1,Finished Airing,"Aug 6, 2015",,,"None found,","None found,",['C2C'],Original,,,3 min.,G - All Ages,5.65,#11608,#16857,520,0,225,The show follows Maya's day at work at the Tamaya Shichi Pawn Shop.,[],Tamashichi!,,['Workplace'],"Tama-Sichi, Tama Schichi!",,,,,
158,英雄别闹,Heroes Don't Bi-Bi,['ONA'],13,Finished Airing,"Jul 1, 2015 to Nov 4, 2015",,,"None found,","None found,",['Vasoon Animation'],Original,,,12 min. per ep.,None,6.13,#9226,#17258,480,1,166,The series takes place on a parallel world filled with superhumans. Allegiances are formed between heroes and villains.,[],Ying Xiong Bie Nao,"['Action', 'Fantasy']",,,,,,,
159,森のおんがくだん,Musicians of the Forest,['ONA'],13,Finished Airing,"Jul 30, 2015 to Nov 16, 2016",,,['Pony Canyon'],"None found,",['Sunrise'],Original,['Comedy'],,2 min. per ep.,PG-13 - Teens 13 or older,[],#20413,#17457,461,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mori no Ongakudan,,['Music'],Music Orchestra of the Forest,,,,,
160,すばらしい仕事,Decent Work,['ONA'],1,Finished Airing,"Sep 28, 2015",,,"None found,","None found,","None found,",Original,['Avant Garde'],,7 min.,PG-13 - Teens 13 or older,5.62,#11723,#18082,414,0,196,"An office worker observes and reports on the work of a certain dwarf. One day during lunch, an accident occurs.",[],Subarashii Shigoto,,,,,,,,
161,金夜、安部礼司～平均的サラリーマンの異常な日常～,,['ONA'],2,Finished Airing,"Jul 5, 2015 to Jul 30, 2015",,,"None found,","None found,","None found,",Radio,['Comedy'],,3 min. per ep.,G - All Ages,5.32,#12627,#18177,406,0,131,"Kinyoru, Abe Reiji web exclusive episodes that were made to promote the Nissan Serena automobile.",[],"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)",,['Racing'],"Friday Evening, Abe Reiji: The Extraordinary Daily Life of an Ordinary Salaryman",,,,,
162,全力予備校5.5ゼミナール プロローグ,,['ONA'],1,Finished Airing,"Jul 20, 2015",,,"None found,","None found,","None found,",Other,['Comedy'],"['Parody', 'School']",2 min.,PG-13 - Teens 13 or older,5.30,#12687,#18286,400,0,144,A CalorieMate x FROGMAN collaboration in a school setting.,"['Sequel (ONA) Zenryoku Yobikou 5.5 Seminar', '']",Zenryoku Yobikou 5.5 Seminar Prologue,,,Channel 5.5,,,,,
163,全力予備校5.5ゼミナール,,['ONA'],9,Finished Airing,"Jul 20, 2015 to Nov 15, 2015",,,"None found,","None found,","None found,",Other,['Comedy'],"['Parody', 'School']",4 min. per ep.,PG-13 - Teens 13 or older,[],#16228,#18643,371,0,,A CalorieMate x FROGMAN collaboration in a school setting.,"['Prequel (ONA) Zenryoku Yobikou 5.5 Seminar Prologue', '']",Zenryoku Yobikou 5.5 Seminar,,,Channel 5.5,,,,,
164,龍三と七人の子分たち×FROGMAN,,['ONA'],5,Finished Airing,"Sep 28, 2015 to Oct 8, 2015",,,"None found,","None found,",['DLE'],Original,['Comedy'],,1 min. per ep.,PG-13 - Teens 13 or older,[],#21471,#20232,273,0,,A cross-over between Frogman and Ryuuzou to Shichinin no Kobun-tachi.,[],Ryuuzou to Shichinin no Kobun-tachi x Frogman,,,,,,,,
165,みんなのおかやま犬,,['ONA'],10,Finished Airing,"Jul 1, 2015 to Dec 21, 2016",,,"None found,","None found,","None found,",Original,['Slice of Life'],,3 min. per ep.,G - All Ages,[],#20296,#20359,265,0,,"An Okayama Prefecture tourism promotional anime. It follows three girls; a monkey, a pheasant, a dog--all companion animals in the folktale Momotarou. Other folktale characters make appearances but the main episode progression is the girls doing things in the city while non-stop chatting about things happening in the city. This shows off efficient public transportation, volunteer work to help others such as blood donation, countryside landscapes that are friendly for the elderly, fun sporting events, etc.",[],Minna no Okayama-ken,,,,,,,,
166,コウシス! LITE,,['ONA'],2,Finished Airing,"Jul 25, 2015 to Jan 19, 2020",,,"None found,","None found,","None found,",Original,,,4 min. per ep.,PG-13 - Teens 13 or older,[],#19549,#20417,262,0,,The series focuses on the staff of the Keihime Railway Company.,[],KoSys! Lite,"['Comedy', 'Slice of Life']",,Koushisu! Lite,,,,,
167,ネコネコ ゴングショー,Cat Cat Gong Show,['ONA'],6,Finished Airing,"Aug 13, 2015 to Nov 16, 2015",,,"None found,","None found,",['dwarf'],Original,,,1 min. per ep.,G - All Ages,[],#20605,#20421,262,0,,"A collaboration between Kihara Yousuke and studio dwarf. Kihara is most famous for being the head artist for the PS2/GameCube game Ribbit King and the anime Nikoniko♪Connie-chan. Neko Neko Gong Show is a talent show for cats, where if their skits are bad, get a gong (made from a cat food tin can lid) hit to boot them off.",[],Neko Neko Gong Show,,,"Nekoneko Gong Show, Kihara Yousuke x studio dwarf",['Kids'],,,,
168,喜羊羊与灰太狼之洋洋得意喜羊羊,,['ONA'],365,Finished Airing,"Jul 15, 2015 to ?",,,"None found,","None found,","None found,",Unknown,,,5 min. per ep.,PG - Children,[],#15449,#21499,203,0,,The recap of Xi Yangyang Yu Hui Tailang series.,[],Xi Yangyang Yu Hui Tailang: Yangyang Deyi Xi Yangyang,"['Adventure', 'Comedy']",,Xi Yangyang Yu Hui Tailang Recap,['Kids'],,,,
169,こころの東京革命,,['ONA'],3,Finished Airing,"Jul 2, 2015",,,"None found,","None found,",['DLE'],Original,['Comedy'],,20 sec. per ep.,G - All Ages,[],#19511,#21967,176,0,,"A studio DLE collaboration with the Tokyo Metropolitan government, aims to improve Tokyoites' public manners and regard for others. Three total videos were made and released on the same day. One video reminds viewers that the Olympics and Paralympics are coming to Tokyo in five years and exhorts them to make Japan ""something they can be proud of."" The campaign emphasizes that adults behave well, because they will set a good example for children, and ""when children change, the future will change too."" And another video introduces the series' main characters, Animal Hamaguchi (a former pro wrestler), and his daughter, Kyouko Hamaguchi (a current pro wrestler), who chide a woman for not returning children's greetings. (Source: ANN)",[],Kokoro no Tokyo Kakumei,,,"Tokyo Revolution of the Heart, Kokoro no Toukyou Kakumei",,,,,
170,雏蜂小剧场 胜利十中八卦部！,,['ONA'],4,Finished Airing,"Sep 30, 2015 to Dec 30, 2015",,,"None found,","None found,","None found,",['Manga'],['Comedy'],,15 min. per ep.,PG-13 - Teens 13 or older,[],#17343,#22895,140,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chu Feng Xiao Juchang: Shengli Shi Zhong Bagua Bu!,,['School'],,,,,,
171,光がさすとき,,['ONA'],1,Finished Airing,"Jul 27, 2015",,,"None found,","None found,","None found,",Original,['Avant Garde'],,3 min.,PG-13 - Teens 13 or older,[],#18567,#23493,123,0,,An experimental short film by Takahiro Shibata.,[],Hikari no Sasutoki,,,,,,,,
172,夜行性のいきもの,,['ONA'],1,Finished Airing,"Aug 2, 2015",,,"None found,","None found,","None found,",Original,['Avant Garde'],,4 min.,PG-13 - Teens 13 or older,[],#15959,#23601,120,0,,An experimental short film by Takahiro Shibata.,[],Yakousei no Ikimono,,,,,,,,
173,龙之谷,,['ONA'],2,Finished Airing,"Aug 20, 2015 to Mar 31, 2016",,,"None found,","None found,","None found,",Game,,,12 min. per ep.,G - All Ages,[],#19863,#24037,111,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Long Zhi Gu,"['Adventure', 'Fantasy']",,,,,,,
174,泡芙小姐第六季：感爱季,Miss Puff Season 6,['ONA'],13,Finished Airing,"Jul 10, 2015 to ?",,,"None found,","None found,",['Hutoon Animation'],Original,['Slice of Life'],,12 min. per ep.,PG-13 - Teens 13 or older,[],#20961,#24276,106,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Pao Fu Xiaojie 5th Season', 'Sequel (ONA) Pao Fu Xiaojie 7th Season']",Pao Fu Xiaojie: Gan Ai Ji,,['Adult Cast'],Pao Fu Xiaojie 6th Season,,,,,
175,暴走撸啊撸 第二季,,['ONA'],12,Finished Airing,"Jul 12, 2015 to ?",,,"None found,","None found,","None found,",Game,,,3 min. per ep.,PG-13 - Teens 13 or older,[],#16870,#24252,106,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Baozou LOL', 'Sequel (ONA) Baozou LOL 3rd Season']",Baozou LOL 2nd Season,"['Comedy', 'Fantasy']",['Parody'],,,,,,
176,茶啊二中 第2季,,['ONA'],10,Finished Airing,"Aug 17, 2015 to Oct 19, 2015",,,"None found,","None found,","None found,",Original,['Comedy'],,8 min. per ep.,G - All Ages,[],#17153,#24326,105,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Cha A Er Zhong', 'Sequel (ONA) Cha A Er Zhong 3rd Season']",Cha A Er Zhong 2nd Season,,['School'],,['Kids'],,,,
177,无英雄不联盟,,['ONA'],12,Finished Airing,"Jul 9, 2015 to ?",,,"None found,","None found,","None found,",Unknown,['Comedy'],,7 min. per ep.,PG-13 - Teens 13 or older,[],#15377,#24548,101,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wu Yingxiong Bu Lianmeng,,,No League No Legends,,,,,
178,你好鸡智,,['ONA'],4,Finished Airing,"Sep 1, 2015 to Mar 11, 2016",,,"None found,","None found,","None found,",Unknown,['Comedy'],,5 min. per ep.,G - All Ages,[],#20640,#25052,94,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ni Hao Ji Zhi,,['Gag Humor'],,,,,,
179,吃饭睡觉打豆豆 豆特么黑,,['ONA'],20,Finished Airing,"Jul 14, 2015 to Sep 15, 2015",,,"None found,","None found,","None found,",Original,['Comedy'],,2 min. per ep.,R - 17+ (violence & profanity),[],#17283,#25225,91,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Chifan Shuijiao Da Dou Dou', 'Sequel (ONA) Chifan Shuijiao Da Dou Dou: Shenjing Dou']",Chifan Shuijiao Da Dou Dou: Dou Te Me Hei,,['Anthropomorphic'],,,,,,
180,momoking微課,,['ONA'],9,Finished Airing,"Sep 23, 2015 to Oct 27, 2015",,,"None found,","None found,","None found,",Original,,,3 min. per ep.,PG - Children,[],#20390,#25367,90,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Momoking Wei Ke,,,,['Kids'],,,,
181,废物小说,Waste Book,['ONA'],11,Finished Airing,"Jul 27, 2015 to ?",,,"None found,","None found,","None found,",Original,['Comedy'],,3 min. per ep.,PG-13 - Teens 13 or older,[],#17941,#25632,86,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Feiwu Xiaoshuo,,,,,,,,
182,疯狂时代,,['ONA'],12,Finished Airing,"Jul 14, 2015 to ?",,,"None found,","None found,","None found,",Original,['Comedy'],,6 min. per ep.,G - All Ages,[],#17965,#25633,86,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Fengkuang Shidai 2: Gan Wen LU Zai Hefang', '']",Fengkuang Shidai,,,Mad Times,,,,,
183,山口山战记之草裙娃娃,,['ONA'],11,Finished Airing,"Sep 8, 2015 to Dec 1, 2015",,,"None found,","None found,","None found,",Game,,,17 min. per ep.,PG - Children,[],#14025,#25982,80,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Wo Jiao MT 6th Season', 'Sequel (ONA) Shankou Shan Zhan Ji: Taiyang Jing']",Shankou Shan Zhan Ji: Cao Qun Wawa,"['Adventure', 'Comedy', 'Fantasy']",,,,,,,
184,東京喰種 トーキョーグール【JACK】,Tokyo Ghoul: Jack,['OVA'],1,Finished Airing,"Sep 30, 2015",,,"None found,",['Funimation'],['Pierrot'],['Manga'],,"['Gore', 'Psychological', 'School', 'Urban Fantasy']",30 min.,R - 17+ (violence & profanity),7.29,#2894,#994,"262,331",424,147556,"Former baseball player turned delinquent Taishi Fura accidentally witnesses the man-eating ""ghoul"" known as Lantern injuring his old friend and murdering another. Before the situation gets any worse, Fura's classmate Kishou Arima arrives―as he is actually an undercover investigator for the Commission of Counter Ghoul (CCG)―and forces the ghoul to flee. Seeking revenge for his friends, Fura joins forces with Arima to hunt down ghouls in the 13th Ward—ultimately aiming to bring down Lantern. Tokyo Ghoul: ""Jack"" unveils snippets of life in the past for the CCG's fearsome ""Reaper,"" Arima, giving insight into how he spent his high school days. [Written by MAL Rewrite]","['Adaptation (Manga) Tokyo Ghoul: ""Jack""', '']","Tokyo Ghoul: ""Jack""","['Action', 'Fantasy', 'Horror', 'Suspense']",,,['Seinen'],Tokyo Ghoul: Jack,,Tokyo Ghoul: Jack,
185,七つの大罪,The Seven Deadly Sins: Ban's Side Story OVA,['OVA'],2,Finished Airing,"Jun 17, 2015 to Aug 12, 2015",,,['Aniplex'],"None found,",['A-1 Pictures'],['Manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,7.48,#2022,#1318,"194,475",214,105198,OVA bundled with the 15th and 16th volume of the manga. 15th volume DVD will feature the sin of greed as the central character. 16th volume DVD will feature side stories of the main characters in omnibus format. (Source: MAL News),[],Nanatsu no Taizai OVA,"['Action', 'Adventure', 'Fantasy']",,"Nanatsu no Taizai: Ban no Bangai-hen, The Seven Deadly Sins: Ban's Side Story, The Seven Deadly Sins: Bandit Ban OVA 1",['Shounen'],,,,
186,神様はじめました～過去編～,,['OVA'],4,Finished Airing,"Aug 20, 2015 to Aug 19, 2016",,,"None found,","None found,",['TMS Entertainment'],['Manga'],,"['Mythology', 'Time Travel']",30 min. per ep.,PG-13 - Teens 13 or older,8.40,#198,#1439,"175,268","1,070",86658,"While playing in the snow one day at her shrine, the land god Nanami Momozono witnesses her familiar—the fox youkai Tomoe—collapse, with dark markings appearing on his body. Tomoe's former master, Lord Mikage, appears after his long absence and places Tomoe into a magical pocket mirror in order to stave off his ailment. Mikage explains that long ago, before he and Tomoe had met, the fox youkai was in love with a human woman. Seeking to live as a human with his beloved, he made a deal with a fallen god, but he only ended up cursed and dying. When Mikage discovered Tomoe, the god made the youkai forget his human love as a quick solution. However, something has changed recently to reactivate the curse; Tomoe has fallen in love with his new human master, Nanami. Since there is no way to stop the curse, Nanami wants to stop Tomoe from getting cursed in the first place by traveling back through time, even if it means they may never meet. As Nanami travels back hundreds of years to save her precious familiar, she discovers that she is far more closely bonded to Tomoe than she previously thought. [Written by MAL Rewrite]","['Prequel (TV) Kamisama Hajimemashita◎', 'Sequel (OVA) Kamisama Hajimemashita: Kamisama, Shiawase ni Naru', 'Adaptation (Manga) Kamisama Hajimemashita', '']",Kamisama Hajimemashita: Kako-hen,"['Comedy', 'Romance', 'Supernatural']",,,['Shoujo'],,,,
187,マギ シンドバッドの冒険,,['OVA'],5,Finished Airing,"May 14, 2014 to Jul 15, 2015",,,"['Aniplex', 'Shogakukan']","None found,",['Lay-duce'],['Manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,7.79,#1073,#1723,"141,142",265,65631,"Not so long ago, mysterious structures called Dungeons began appearing all over the world. No one knows what they are or how they came to be, but adventurers and armies around the world instantly took interest in them. Thousands set out to explore the Dungeons, but so far, not a single person has returned. In a Parthevian port, a young boy is about to make a name for himself. Sinbad is good-natured, strong, and craving adventure. A kind deed leads to his meeting with Yunan, an enigmatic traveler who is far more powerful than his frivolous personality lets on. Yunan instructs Sinbad to attain the ""power of the king"" and change the world—by conquering a Dungeon. The eager boy readily accepts, setting out on the grand adventure he so craved. Taking place 15 years before the events of the original series, Magi: Sinbad no Bouken chronicles Sinbad's youth as a Dungeon conqueror. Along the way, the budding adventurer and merchant will have to face many obstacles, but anything is possible with the power of a king. [Written by MAL Rewrite]","['Adaptation (Manga) Magi: Sinbad no Bouken', '']",Magi: Sinbad no Bouken,"['Action', 'Adventure', 'Fantasy']",,Magi: Adventure of Sinbad OVA,['Shounen'],Magi: Adventure of Sinbad,Magi: Adventure of Sinbad,Magi: Adventure of Sinbad,
