,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genre,Demographic,French,Theme,Demographics,German,Spanish
175,ポケモン不思議のダンジョン 時の探検隊・闇の探検隊,Pokémon Mystery Dungeon: Explorers of Time and Darkness,['Special'],1,Finished Airing,"Sep 9, 2007",,,['Nintendo of America'],['The Pokemon Company International'],['OLM'],Game,"['Adventure', 'Fantasy']",,21 min.,PG - Children,6.55,#6759,#6270,"11,935",3,5604,"In a world where only Pokémon live, one Hikozaru wishes to be part of Pukurin Guild—a large area where Exploration Teams gather and work. Intimidated by the apparent strength of the guild members and the guild's security, Hikozaru runs away, stumbling over an unconscious Pochama in the middle of his escape. The Pochama wakes up and is immediately shocked by both a talking Hikozaru as well as his own appearance—because Pochama knows that he is actually a human! With Pochama having no memories aside from previously being human (as well as countless questions about his new body), Hikozaru suggests that he ask the leader of Pukurin Guild for help. While Guildmaster Pukurin may not have answers about Pochama's transformation, he decides to make Pochama and Hikozaru an Exploration Team, which HIkozaru calls Pokédans. For their first mission, the duo must get a Gabite Scale by going to Labyrinth Cave with Kimawari! [Written by MAL Rewrite]","['Sequel (TV Special) Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken', 'Adaptation (Manga) Pokémon Fushigi no Dungeon: Honoo no Tankentai']","Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",Pokémon Mystery Dungeon: Time Expedition & Darkness Expedition,,,,,,,
176,デジモンセイバーズ 特典映像 アグモン！ガオモン！ララモン！爆裂！場外ラストバトル！,,['Special'],1,Finished Airing,"Aug 24, 2007",,,"None found,","None found,",['Toei Animation'],Original,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",,23 min.,PG - Children,6.55,#6779,#7434,"7,868",3,2851,"A recap of the whole Digimon Savers TV series in one episode, with original commentary by Agumon, Gaomon, and Lalamon, included in the final volume of the DVD releases.",[],Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,Digimon Savers Special: Agumon! Gaomon! Lalamon! Explosion! The Last Battle Off-screen,,,,,,,
177,マリア様にはないしょ。,Keep it a Secret from Maria-sama,['Special'],5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007",,,"None found,",['Nozomi Entertainment'],['Studio Deen'],['Light novel'],"['Comedy', 'Girls Love']",,1 min. per ep.,PG - Children,7.25,#3118,#7523,"7,666",4,3643,"A series of chibi-style ""outtakes"" from the ""shooting"" of the Mariamite series.",[],Maria-sama ga Miteru 3rd Specials,"Maria-sama ni wa Naisho, Don't tell the Virgin Mary",,['Shoujo'],,,,,
178,ピカチュウたんけんクラブ,Pikachu's Exploration Club,['Special'],1,Finished Airing,"Aug 1, 2007",,,['Shogakukan Productions'],"None found,",['OLM'],Game,"['Adventure', 'Comedy', 'Fantasy']",,21 min.,PG - Children,6.25,#8541,#7638,"7,371",2,2793,"The fourth short premiered on ANA flights on August 1, 2007. (Source: Wikipedia)",[],Pokemon: Pikachu Tanken Club,Pocket Monsters: Pikachu Tanken Kurabu,,['Kids'],,,,,
179,ルパン三世 霧のエリューシヴ,Lupin III: Elusiveness of the Fog,['Special'],1,Finished Airing,"Jul 27, 2007",,,"None found,",['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Mystery']","['Adult Cast', 'Time Travel']",1 hr. 32 min.,PG-13 - Teens 13 or older,6.73,#5696,#7805,"6,989",1,2949,"On the ocean floor, Lupin is once again seeking a treasure hoping to get on Fujiko's good side. As Zenigata chases them on sea and land, people around the gang begin to vanish mysteriously. The fog rolls in and Mamo Kyosuke appears in a burst of light; he claims to be from the future and seeks revenge on Lupin III for what Lupin XIII has done to him. Mamo hurls Lupin, Jigen, Goemon, and Zenigata 500 years into the past; as two warring factions fight over a legendary shrine dedicated to time travel, Lupin must find a way to survive the past to ensure his future. (Source: Lupin III Encyclopedia) This movie is a remake of episode 13 in the original Lupin III series.",[],Lupin III: Kiri no Elusive,"Lupin III: Elusiveness of the Fog, Rupan Sansei: Kiri no Elusive",,['Seinen'],,,,,
180,京四郎と永遠（とわ）の空,,['Special'],6,Finished Airing,"Apr 25, 2007 to Sep 21, 2007",,,"None found,",['ADV Films'],['TNK'],['Manga'],"['Drama', 'Romance']",,4 min. per ep.,PG-13 - Teens 13 or older,6.47,#7284,#8285,"6,049",9,2114,Special shorts focusing on character relationships.,[],Kyoushirou to Towa no Sora Specials,"Kyoshiro to Towa no Sora Specials, Kyoshiro and the Eternal Sky Specials, Shattered Angels Specials",,['Shounen'],,,,,
181,お金がないっ,No Money Omake episodes,['Special'],4,Finished Airing,"Feb 9, 2007 to Dec 21, 2007",,,"['KlockWorx', 'Happinet Pictures']",['Media Blasters'],['Lyrics'],['Manga'],"['Boys Love', 'Comedy', 'Erotica']",,1 min. per ep.,R+ - Mild Nudity,5.88,N/A,#8697,"5,393",5,2042,Short specials included with the DVD's of Okane ga Nai series.,[],Okane ga Nai Specials,No Money! DVD Extras,,,,,,,
182,ときめきメモリアル Only Love,,['Special'],2,Finished Airing,"Sep 21, 2007",,,['Konami Digital Entertainment'],"None found,",['AIC ASTA'],Original,,,25 min. per ep.,PG-13 - Teens 13 or older,6.63,#6292,#8745,"5,313",4,2481,"The final DVD volume contains two specials: Tokimeki no Yuuki Episode 18 (sometimes labeled 17.5), which was never broadcast on TV. It features the swim captain, Utsumi Koayu. Tokimeki no Sentaku Episode 25.5, a recap of all episodes but the last, which was initially displayed at the Konami booth for the Tokyo International Anime Fair in 2007.","['Adaptation (Manga) Tokimeki Memorial: Only Love', '']",Tokimeki Memorial: Only Love Specials,"Tokimeki Memorial 17.5: The Excitement of Heroism, Tokimeki Memorial 25.5, Tokimeki no Yuuki, Tokimeki no Sentaku",['Comedy'],,,['School'],,,
183,ぽてまよ,,['Special'],6,Finished Airing,"Sep 28, 2007 to Feb 22, 2008",,,"None found,","None found,",['J.C.Staff'],['4-koma manga'],,,10 min. per ep.,PG-13 - Teens 13 or older,7.29,#2879,#9359,"4,347",1,2203,Potemayo DVD specials.,[],Potemayo Specials,,['Comedy'],['Seinen'],,['School'],,,
184,アイドルマスター ゼノグラシア,,['Special'],9,Finished Airing,"Jul 27, 2007 to Mar 25, 2008",,,"None found,",['Sentai Filmworks'],['Sunrise'],Original,"['Comedy', 'Sci-Fi']",,5 min. per ep.,R+ - Mild Nudity,5.89,#10502,#9609,"4,012",1,859,Specials bundled with the iDOLM@STER Xenoglossia DVD releases. Episodes #1: Izayoi-ryou e Youkoso! #2: Nantettatte Idol! #3: Komugiiro no Mermaid #4: Watashi ga Obasan ni Natte mo #5: Haru nanoni #6: Sekaijuu no Dare yori Kitto #7: SWEET MEMORIES #8: Itoshisa to Setsunasa to Kokoro Tsuyosa to #9: Episode 26 epilogue,[],iDOLM@STER Xenoglossia Specials,"Idol Master Xenoglossia Specials, Idolmaster Xenoglossia Specials",,,,['Mecha'],,,
185,ぼくらの,,['TV Special'],1,Finished Airing,"Jul 24, 2007",,,"None found,","None found,",['Gonzo'],['Manga'],"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",23 min.,R - 17+ (violence & profanity),6.11,#9301,#9945,"3,615",1,1119,"A Bokurano recap episode of first 15 episodes. Aired on the 24 July 2007 on channel tvk instead of episode 16, while other stations cancelled the broadcast altogether for the same week.",[],Bokura no: Tsuisou,"Bokurano Recap, Bokurano Episode 15.5, Bokurano Special",,,,,,,
186,天保異聞 妖奇士 奇士神曲,Ghost Slayers Ayashi: Inferno,['Special'],5,Finished Airing,"Aug 22, 2007 to Oct 24, 2007",,,"None found,","None found,",['Bones'],Original,"['Action', 'Drama', 'Supernatural']",,24 min. per ep.,PG-13 - Teens 13 or older,6.76,#5569,#10419,"3,120",1,1061,Specials set six months after the end of Tenpou Ibun Ayakashi Ayashi.,"['Prequel (TV) Tenpou Ibun: Ayakashi Ayashi', '']",Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Tenpou Ibun Ayakashi Ayashi: Inferno,,,,['Historical'],,,
187,地球へ...,Toward the Terra (TV) Specials,['Special'],3,Finished Airing,2007 to 2008,,,"None found,","None found,",['Minami Machi Bugyousho'],['Manga'],"['Action', 'Drama', 'Sci-Fi']","['Military', 'Space', 'Super Power']",3 min. per ep.,PG-13 - Teens 13 or older,6.66,#6119,#10547,"3,005",1,1035,"Episode list: 1: Episode 00 - Pilot Movie 2: TYPE BLUE -the ORIGIN- 3: Epilogue Music video Coming Home to Terra isn't included in the entry as it doesn't contain any new scenes. Recap episode, also known as episode 6.5, is actually a fan-made picture drama; thus, it's also not included.","['Adaptation (Manga) Terra e...', '']",Terra e... (TV) Specials,"Terra e... (2007), Chikyuu e, Towards the Terra... Pilot, Towards the Terra... Epilogue",,['Shounen'],,,,,
188,電脳コイル総復習,,['TV Special'],2,Finished Airing,"Aug 25, 2007 to Nov 3, 2007",,,"['NHK', 'Tokuma Shoten']","None found,",['Madhouse'],Original,"['Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi']",,57 min. per ep.,G - All Ages,6.22,#8733,#10906,"2,701",0,782,"The entry encompasses two recaps: ""Dennou Coil Overall Review"" - summary episode, recapping the story up to 22nd episode, as well as ""Total Summary Special"" - 90 minute recap that was released with the Blu-ray Box.",[],Dennou Coil Recaps,"Dennou Coil Soufukushuu, Dennou Coil Episode 22.5, Dennou Coil Comprehensive Recap",,,,,,,
189,マージナルプリンス -月桂樹の王子達- 第14話「TOKYOメリーゴーランド」,,['Special'],1,Finished Airing,"Jul 19, 2007",,,['GDH'],"None found,",['Tokyo Kids'],Visual novel,,,25 min.,PG-13 - Teens 13 or older,5.71,#11310,#10934,"2,670",1,570,"Keita and the other Marginal Prince are away from St. Alphonso Academy and meet each other in the city, where they meet Keita's sister. Extra episode released with the 7th DVD volume.","['Prequel (TV) Marginal Prince: Gekkeiju no Ouji-tachi', '']",Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,Marginal Prince: Gekkeijyu no Oujitachi Episode 14,['Boys Love'],,,['School'],,,
190,クレヨンしんちゃん　真夏の夜に　オラ　参上！　嵐を呼ぶ　電王ＶＳしん王　６０分スペシャル！！,Crayon Shin-Chan: Den-O vs. Shin-O,['Special'],1,Finished Airing,"Aug 3, 2007",,,['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Action', 'Comedy']",,11 min.,G - All Ages,6.46,#7337,#11334,"2,379",2,997,"A sixty minute special of the Crayon Shin-chan anime featuring a crossover between Shin-chan and the live action tokusatsu series Kamen Rider Den-O, as well as three normal summer-themed episodes. The Den-O characters are drawn in the style of Shin-chan's regular characters. Another thing of note, inbetween commercial breaks, clips of a live action Shin-Chan onboard the Den-Liner or with characters from the Kamen Rider Den-O Series were shown. In most of these scenes it involves the Owner giving Shin a speech of sorts or making Shin feel uncomfortable.",[],Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-pun Special!!,"Kamen Rider Den-O 26.5, Den-O vs Shin-O, Shin-Chan vs Den-O, Kamen Rider Den-O vs Crayon Shin-Chin, Crayon Shin-chan Midsummer Night: I Have Arrived! The Storm is Called Den-O vs. Shin-O 60 Minute Special!!, Crayon Shin-chan and Kamen Rider: Den-O vs. Shi",,['Seinen'],,['Super Power'],,,
191,月面兎兵器ミーナ,,['Special'],2,Finished Airing,"Jun 6, 2007 to Aug 1, 2007",,,"None found,","None found,",['Gonzo'],Other,"['Action', 'Comedy', 'Sci-Fi', 'Ecchi']","['Parody', 'Super Power']",22 min. per ep.,PG-13 - Teens 13 or older,5.91,#10412,#12495,"1,657",0,454,"Original unaired episodes included in DVD volumes 3 and 5, titled EX1 and EX2 respectively.",[],Getsumen to Heiki Mina Specials,"Getsumen to Heiki Mina DVD Episodes, Getsumen to Heiki Miina EX, Getsumen to Heiki Mina OVA",,,,,,,
192,ドラえもん (2005) Specials,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,,45 min.,PG - Children,6.79,#5389,#12793,"1,503",5,469,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,['Comedy'],['Seinen'],,,,,
193,ふたつの胡桃,,['TV Special'],1,Finished Airing,"Aug 15, 2007",,,['TV Asahi'],"None found,",['Shin-Ei Animation'],Original,,,45 min.,PG - Children,6.60,#6498,#13199,"1,336",1,481,Futatsu no Kurumi is a short story following 12-year-old Ayaka as she is teleported back in time to the fire bombing of Tokyo in 1945 and covers her experiences in this very different and unfamiliar environment. (source: saizen-fansubs),[],Futatsu no Kurumi,"Story of War: Futatsu no Kurumi, Two Walnuts, Sensou Douwa 6",['Drama'],,,['Time Travel'],,,
194,ジャイアントロボ,,['Special'],1,Finished Airing,"Jul 27, 2007",,,['Soft Garage'],"None found,",['OLM'],['Manga'],,,4 min.,G - All Ages,5.78,#11025,#13434,"1,252",3,353,"The pilot for GR: Giant Robo. However, there were significant changes between the pilot and the actual show, including a different writer and a different director. Thus, the special is less a promo for the series than an alternate version of how the series might have looked. (Source: Orphan)",[],Giant Robo,"Giant Robo Prologue-hen, GR: Giant Robot Pilot",['Action'],,,['Mecha'],,,
195,クレヨンしんちゃん Specials,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,48 min.,G - All Ages,[],#17447,#15448,712,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,,,['Seinen'],,['School'],,,
196,こちら葛飾区亀有公園前派出所 両さんの寿司食いねえ!〜頂上マグロ対決!!〜,,['Special'],2,Finished Airing,"Sep 30, 2007 to Oct 7, 2007",,,"None found,","None found,",['Gallop'],['Manga'],,"['Adult Cast', 'Detective']",20 min. per ep.,PG-13 - Teens 13 or older,6.42,#7572,#15585,692,1,161,A two part Kochikame special wherein Ryoutsu becomes involved in a sushi chef's dealings.,"['Adaptation (Manga) Kochira Katsushikaku Kameari Kouenmae Hashutsujo', '']",Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kui Nee! - Choujou Maguro Taiketsu!!,Kochikame Special 24: Ryou-san no Sushi Kui Nee! - Choujou Maguro Taiketsu!!,['Comedy'],['Shounen'],,,,,
197,こちら葛飾区亀有公園前派出所  シートン探検隊!隅田川の誓い〜思い出の白い鯨を探せ!〜,,['Special'],2,Finished Airing,"Aug 5, 2007 to Aug 12, 2007",,,"None found,","None found,",['Gallop'],['Manga'],,"['Adult Cast', 'Detective']",20 min. per ep.,PG-13 - Teens 13 or older,6.52,#6920,#15651,680,1,154,"The two-part Kochikame special, wherein Ryoutsu helps a zoologist friend capture a real white whale.","['Adaptation (Manga) Kochira Katsushikaku Kameari Kouenmae Hashutsujo', '']",Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Seton Tankentai! Sumidagawa no Chikai - Omoide no Shiroi Kujira wo Sagase!,Kochikame Special 23: Seton Tankentai! Sumidagawa no Chikai - Omoide no Shiroi Kujira wo Sagase!,['Comedy'],['Shounen'],,,,,
