,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Theme,Demographic,Genre,Themes,Demographics
263,"Durarara!!x2 Ketsu OVA, Durarara!!x2 Ketsu Special, Durarara!!x2 Ketsu Episode 7.5",デュラララ!!×２ 結　第19.5話「デュフフフ!!」,Durarara!! x2 Ketsu: Dufufufu!!,['Special'],1,Finished Airing,"Jul 27, 2016",,,"None found,",['Aniplex of America'],['Shuka'],['Light novel'],"['Action', 'Mystery', 'Supernatural']",23 min.,R - 17+ (violence & profanity),7.55,#1761,#3073,"57,661",52,24514,"With his handsome slim-fit suit, characteristic glossy shades, and a casual cigarette in mouth, word is that the remarkably strong Shizuo Heiwajima rules Ikebukoro's streets. When ordinary bartender Shizuo Nobusuma hears these rumors, he realizes he could make his own life a bit easier: as a con artist. Donning a blond wig and venturing into Ikebukuro assuming Shizuo's identity, the impostor is confident he is fooling everyone into doing his bidding. But as the district's residents either take pity or tease him before the actual Shizuo inevitably finds out, his luck plummets when he encounters Izaya Orihara—an information broker whose favorite activity in the world is messing with Shizuo. [Written by MAL Rewrite]","['Adaptation (Light Novel) Durarara!! Gaiden!?', '']",Durarara!!x2 Ketsu: Dufufufu!!,,,,,,,,
264,Re:Zero kara Hajimeru Break Time 2,Re:プチから始める異世界生活,Re:ZERO PETIT,['Special'],14,Finished Airing,"Jun 24, 2016 to Sep 23, 2016",,,"None found,","None found,",['Studio PuYUKAI'],['Light novel'],,2 min. per ep.,PG-13 - Teens 13 or older,6.67,#6067,#3171,"54,134",95,26471,"Upon waking up, Subaru Natsuki finds himself in a parallel reality of the fantasy world he has come to accept as his own. Despite being familiar faces, Subaru's friends are vastly different, especially as they enjoy the life of modern society that he knows all too well. This mysterious world captures the intrepid boy's interest nonetheless, and a clash between his antics and the dubious inhabitants soon leads to all sorts of amusing scenarios. [Written by MAL Rewrite]","['Prequel (TV Special) Re:Zero kara Hajimeru Break Time', 'Sequel (Special) Re:Zero kara Hajimeru Break Time 2nd Season']",Re:Petit kara Hajimeru Isekai Seikatsu,,,,,,['Comedy'],,
265,Masou Gakuen Hybrid x Heart Specials,魔装学園H×H,Hybrid x Heart Magias Academy Ataraxia Specials,['Special'],6,Finished Airing,"Sep 30, 2016 to Feb 24, 2017",,,"['DAX Production', 'flying DOG']","None found,",['Production IMS'],['Light novel'],,4 min. per ep.,R+ - Mild Nudity,6.54,#6833,#3763,"39,931",62,15686,Masou Gakuen HxH specials included with the volumes of the DVD/BD.,[],Masou Gakuen HxH Specials,,,,['Harem'],,['Ecchi'],,
266,Mob Psycho 100 Specials,モブサイコ mini,,['Special'],6,Finished Airing,"Sep 28, 2016 to Feb 22, 2017",,,"None found,","None found,",['Bones'],['Web manga'],,6 min. per ep.,PG-13 - Teens 13 or older,6.47,#7293,#3862,"37,812",16,13939,Specials bundled with the Blu-ray volumes of Mob Psycho 100.,[],Mob Psycho Mini,,,,,,['Comedy'],,
267,,田中くんはいつもけだるげ特典,Tanaka-kun is Always Listless Specials,['Special'],7,Finished Airing,"Jun 24, 2016 to Dec 22, 2016",,,"None found,",['Sentai Filmworks'],['SILVER LINK.'],['Web manga'],,4 min. per ep.,PG-13 - Teens 13 or older,7.41,#2335,#3879,"37,485",34,14581,Bundled with the Blu-ray and DVD releases of Tanaka-kun wa Itsumo Kedaruge.,"['Adaptation (Manga) Tanaka-kun wa Itsumo Kedaruge', '']",Tanaka-kun wa Itsumo Kedaruge Specials,,,,,,['Slice of Life'],"['Iyashikei', 'School']",
268,"91 Days Recap, 91 Days Episode 7.5, Day 7.5 Mijikai Rousoku, Day 7.5 Short Candle",91Days『Day7.5 短いローソク』,91 Days: Brief Candle,['TV Special'],1,Finished Airing,"Aug 26, 2016",,,"['Shochiku', 'Mainichi Broadcasting System']",['Funimation'],['Shuka'],Original,"['Action', 'Drama', 'Suspense']",24 min.,R - 17+ (violence & profanity),6.55,#6775,#3948,"35,991",30,17870,Recap of the first seven episodes of 91 Days series.,[],91 Days: Mijikai Rousoku,91 Days Épisode 7.5: Une courte chandelle,91 Days Episodio 7.5: Vela Fugaz,91 Days Épisode 7.5: Une courte chandelle,,,,"['Historical', 'Organized Crime']",
269,Prisma Illya 3rei!! Specials,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！『ビースト、再び！』,Fate/Kaleid Liner Prisma Illya 3rei!! Shorts,['Special'],6,Finished Airing,"Sep 30, 2016 to Feb 24, 2017",,,"None found,","None found,",['SILVER LINK.'],['Manga'],"['Comedy', 'Ecchi']",5 min. per ep.,PG-13 - Teens 13 or older,6.67,#6098,#4526,"27,042",13,10878,Specials included with the BD/DVD releases.,[],Fate/kaleid liner Prisma☆Illya 3rei!! Specials,,,,['Mahou Shoujo'],,,,
270,Madogatari,こよみヒストリー,,['Special'],1,Finished Airing,"Sep 22, 2016",,,"None found,","None found,",['Shaft'],['Light novel'],,3 min.,PG-13 - Teens 13 or older,6.63,#6317,#5106,"20,322",7,7697,Adaptation of Koyomi History short story released on Madogatari Blu-ray.,[],Koyomi History,,,,,,['Comedy'],,
271,Dimension W Special,ディメンション ダブリュー「SHORT TRACK／ロボットは銭湯の夢を見るか」,Dimension W: Do Robots Dream of Bath Houses?,['Special'],1,Finished Airing,"Aug 26, 2016",,,"['Bandai Visual', 'Square Enix', 'Lantis', 'Good Smile Company', 'Q-Tec']",['Funimation'],"['Orange', 'Studio 3Hz']",['Manga'],,11 min.,R - 17+ (violence & profanity),6.63,#6301,#5248,"18,970",8,8372,An unaired episode released with the sixth BD volume.,"['Adaptation (Manga) Dimension W', '']",Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,,,,,['Seinen'],['Sci-Fi'],,
272,"Joker Game Specials, Adventure of Black Cat Yoru",ジョーカー・ゲーム 「黒猫ヨルの冒険」,,['Special'],2,Finished Airing,"Jul 27, 2016 to Sep 28, 2016",,,"None found,","None found,",['Production I.G'],Novel,,4 min. per ep.,R - 17+ (violence & profanity),6.67,#6055,#5655,"15,499",7,5666,Specials included with the Blu-ray box set releases of Joker Game.,[],Joker Game: Kuroneko Yoru no Bouken,,,,,,['Drama'],"['Historical', 'Military']",
273,Gundam Build Fighters Try OVA,ガンダムビルドファイターズトライ アイランド・ウォーズ,,['TV Special'],1,Finished Airing,"Aug 21, 2016",,,"None found,",['Nozomi Entertainment'],['Sunrise'],Original,"['Action', 'Sci-Fi']",34 min.,G - All Ages,6.76,#5571,#5951,"13,638",16,7507,"One year after winning the Gunpla Battle National Championships, Team Try Fighters is invited by Yajima Trading to a remote island to test the company's new battle system. Sekai and Fumina arrive on the island, only to discover that Gyanko, Shia and Minato were also invited. Yuuma declines the offer as he is assisting Mirai on a photoshoot, only to realize that he and his teammates are on the same island. Meanwhile, the Nielsen Lab experience an anomaly when their new Plavsky particles form a giant crystal and cause Gunpla on the island to go out of control. The Gunpla Fighters must band together to stop the crystal from wreaking havoc on all Gunpla Battle Systems around the world. (Source: ANN)","['Prequel (TV) Gundam Build Fighters Try', 'Sequel (ONA) Gundam Build Divers Prologue']",Gundam Build Fighters Try: Island Wars,,,,['Mecha'],,,,
274,,家庭教師ヒットマンREBORN!×エルドライブ【ēlDLIVE】』SPコラボミニアニメ[24H],,['Special'],1,Finished Airing,"Jul 28, 2016",,,"None found,","None found,",['Artland'],['Manga'],,2 min.,PG-13 - Teens 13 or older,6.69,#5964,#6690,"10,216",17,3418,Short anime special for Katekyou Hitman Reborn! and ēlDLIVE that exhibited at Akira Amano Illustration Exhibition between July 28 to August 9.,[],Katekyou Hitman Reborn! x ēlDLIVE Special,,,,['Super Power'],['Shounen'],,,
275,Girl meets Bear Specials,くまみこ,,['Special'],2,Finished Airing,"Jun 24, 2016 to Aug 24, 2016",,,"None found,","None found,","['Kinema Citrus', 'EMT Squared']",['Manga'],,15 min. per ep.,PG-13 - Teens 13 or older,6.53,#6901,#7511,"7,664",2,2845,Special episodes included in the Blu-ray and DVD boxes of Kuma Miko.,"['Adaptation (Manga) Kuma Miko', '']",Kuma Miko Specials,,,,,['Seinen'],['Comedy'],,
276,"Kinoko wa Karada ni Iindayo, Koukyuu Wanyuu no Shishokukai, Dekiru Onna wa Mibunryou, Three Leaves, Three Colors Specials",三者三葉,,['Special'],3,Finished Airing,"Jun 29, 2016 to Aug 17, 2016",,,['TOHO animation'],"None found,",['Doga Kobo'],['4-koma manga'],"['Comedy', 'Slice of Life']",6 min. per ep.,PG-13 - Teens 13 or older,6.78,#5446,#7604,"7,429",2,3048,1. Kinoko wa Karada ni Ii n da yo 2. Koukyuu Wagyuu no Shishokukai 3. Dekiru Onna wa Mebunryou,"['Adaptation (Manga) Sansha Sanyou', '']",Sansha Sanyou Specials,,,,,,,"['CGDCT', 'School']",
277,"Shounen Maid Special, Boy Maid OVA, Shounen Maid Episode 8.5, Boy Maid Special: Women Should Be Brave, & Men Should Be Winsome?",少年メイド 第8.5話 女は度胸、男は愛嬌？,Shounen Maid Episode 8.5,['Special'],1,Finished Airing,"Aug 24, 2016",,,['TBS'],['Funimation'],['8bit'],['Manga'],,24 min.,PG-13 - Teens 13 or older,7.12,#3809,#7727,"7,168",4,2166,An unaired episode 8.5 included with the third BD/DVD release.,"['Adaptation (Manga) Shounen Maid', '']","Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",,,,['Iyashikei'],['Shoujo'],['Slice of Life'],,
278,"Ginga Kikoutai Majestic Prince Episode 25, Ginga Kikoutai Majestic Prince Special",銀河機攻隊 マジェスティックプリンス  「未来への翼」,Majestic Prince Episode 25 – Wings to the Future,['Special'],1,Finished Airing,"Sep 29, 2016",,,['Sotsu'],['Sentai Filmworks'],"['Orange', 'Seven Arcs Pictures']",['Manga'],"['Action', 'Sci-Fi']",23 min.,PG-13 - Teens 13 or older,6.43,#7547,#7907,"6,781",2,2897,"Team Fawn from Gurantseere Academy dreams of one day fighting beside the heroes of Team Rabbit. One day, they finally get their chance as the GDF launches another attack. (Source: Crunchyroll)","['Prequel (TV) Ginga Kikoutai Majestic Prince', 'Sequel (Movie) Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi']",Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,,,,,['Seinen'],,"['Mecha', 'School', 'Space']",
279,Arslan Senki (TV): Fuujin Ranbu Specials,アルスラーン戦記 風塵乱舞 アル戦4コマ劇場,,['Special'],4,Finished Airing,"Sep 7, 2016 to Dec 7, 2016",,,"None found,","None found,",['LIDENFILMS'],['Manga'],,1 min. per ep.,PG-13 - Teens 13 or older,6.31,#8218,#8851,"5,138",4,1167,Bundled with the Blu-ray/DVD volumes of Arslan Senki (TV): Fuujin Ranbu.,"['Prequel (Special) Arslan Senki (TV): Arsen 4-koma Gekijou', '']",Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,,,,,,['Comedy'],,
280,"Cheer Boys Recap, Cheer Danshi!! Episode 5.5",チア男子!! 第5.5話,,['TV Special'],1,Finished Airing,"Aug 9, 2016",,,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Tokyo MX', 'Shueisha', 'Sony PCL']",['Funimation'],"[""Brain's Base""]",Novel,,24 min.,PG-13 - Teens 13 or older,5.90,#10440,#9070,"4,762",0,2168,Recap of first 5 episodes of Cheer Danshi!!,[],Cheer Danshi!! Recap,,,,,,['Sports'],"['Performing Arts', 'School']",
281,Kino no Tabi: The Beautiful World - The Animated Series Picture Drama,多数決ドラマ『キノの旅 the Beautiful World 「廃墟の国」-On Your Way- 』,,['Special'],27,Finished Airing,"Jul 23, 2016 to Sep 2, 2016",,,"None found,","None found,",['Lerche'],['Light novel'],,4 min. per ep.,R - 17+ (violence & profanity),6.37,#7830,#9109,"4,712",5,604,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way,,,,,,['Adventure'],,
282,The Bakuon!! Clubhouse,ばくおん!!の小部屋,,['Special'],4,Finished Airing,"Aug 24, 2016 to Nov 18, 2016",,,"['Lantis', 'NBCUniversal Entertainment Japan', 'Akita Shoten']","None found,",['TMS Entertainment'],['Manga'],"['Comedy', 'Slice of Life']",1 min. per ep.,PG-13 - Teens 13 or older,6.22,#8735,#9616,"3,994",2,1309,Short specials included with the Bakuon!! BD/DVD volumes.,[],Bakuon!! no Kobeya,,,,['CGDCT'],['Seinen'],,,
283,"Garo: Crimson Moon OVA, Garo: Crimson Moon Special, Garo: Crimson Moon ep 24, Garo: Guren no Tsuki ep 24,  Garo: Crimson Moon ep 25, Garo: Guren no Tsuki ep 25",GARO 紅蓮ノ月,Garo: Crimson Moon - The Butterfly of Time,['Special'],1,Finished Airing,"Jul 6, 2016",,,['Pony Canyon'],['Funimation'],['MAPPA'],Original,"['Action', 'Fantasy']",23 min.,PG-13 - Teens 13 or older,6.21,#8768,#9712,"3,889",0,1079,Unaired episode of Garo: Guren no Tsuki included in the second DVD/BD set.,[],Garo: Guren no Tsuki Special,,,,['Mythology'],,,,
284,,うさかめ,,['Special'],1,Finished Airing,"Aug 26, 2016",,,['DAX Production'],"None found,",['Millepensee'],['Manga'],"['Comedy', 'Sports']",3 min.,PG-13 - Teens 13 or older,5.59,#11842,#10581,"2,967",0,1292,Unaired episode included with the Blu-ray.,[],Usakame Special,,,,,['Shounen'],,,
285,,マクロスΔ「でるた小劇場」,,['Special'],9,Finished Airing,"Jul 22, 2016 to Mar 24, 2017",,,"None found,","None found,",['Studio PuYUKAI'],Original,"['Comedy', 'Sci-Fi']",5 min. per ep.,PG-13 - Teens 13 or older,6.28,#8374,#11262,"2,431",2,622,Short episodes included in the limited edition BD/DVD volume releases.,[],Macross Δ: Delta Shougekijou,,,,,,,,
286,,ヤリモクビーチに修学旅行で!! THE ANIMATION (映像特典版),,['Special'],1,Finished Airing,"Jul 26, 2016",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],,4 min.,Rx - Hentai,6.77,N/A,#11415,"2,325",6,882,A bonus scene focusing on Suomi-sensei.,[],Nudist Beach ni Shuugaku Ryokou de!! The Animation Special,,,,,,['Hentai'],,
287,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,ドラえもん (2005) Specials,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,45 min.,PG - Children,6.79,#5402,#12792,"1,502",5,470,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,,,,,['Seinen'],['Comedy'],,
288,,磯部磯兵衛物語,,['Special'],3,Finished Airing,"Aug 25, 2016",,,"None found,","None found,","None found,",['Manga'],,6 min. per ep.,PG-13 - Teens 13 or older,[],#21522,#13188,"1,337",0,,"The DVD contains the Jump Festa 2015 Isobe Isobee Monogatari event anime. The release includes the episodes ""Gintama-hen,"" ""Shokugeki no Souma-hen,"" and ""Haikyuu!!-hen,"" which parody other Jump properties. (Source: ANN)",[],Isobe Isobee Monogatari Jump Festa Special,,,,,['Shounen'],['Comedy'],"['Gag Humor', 'Historical']",
289,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo Special 27, Kochira Katsushika-ku Kamearikouen-mae Hashutsujo, Kochikame, This is the Police Station in Front of Kameari Park in Katsushika Ward",こちら葛飾区亀有公園前派出所～THE FINAL 両津勘吉最後の日～,,['TV Special'],1,Finished Airing,"Sep 18, 2016",,,"None found,","None found,",['Gallop'],['Manga'],"['Comedy', 'Mystery']",48 min.,PG-13 - Teens 13 or older,6.50,#7093,#13901,"1,099",2,243,"The typical Kochikame plot involves Ryo-san coming up with a money-making scheme by inventing a new gadget or capitalizing on a fad, achieving great success, calling on Nakagawa's help as things turn sour, and finally losing it all as the fad runs out of steam or out of control. While the plots are gag-driven, much of the humor comes from the juxtaposition of mundane characters with the bizarrely incongruous (Nakagawa's wealth, Maria's appeal, everyone's lack of actual police work), most of which is never explained or rationalized in the slightest. (Source: Wikipedia)","['Adaptation (Manga) Kochira Katsushikaku Kameari Kouenmae Hashutsujo', '']",Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,,,,,['Shounen'],,"['Adult Cast', 'Detective']",
