,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Synonyms,Demographics
255,おそ松さん 春の全国大センバツ上映祭 銭湯クイズ2,,,,,['Movie'],1,Finished Airing,"Apr 6, 2017",,,['Avex Pictures'],"None found,",['Pierrot'],['Manga'],,,,Unknown,R - 17+ (violence & profanity),6.08,#9523,#12445,"1,680",2,260,An all-new anime short episode included in a selection theatrical screening of the anime series together with main episodes for each of the six Matsuno brothers from the television anime series and the Osomatsu-san: Ouma de Kobanashi special. (Source: AniDB),[],Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,['Comedy'],['Parody'],,
256,白鸟谷,Valley of White Birds,,,,['Movie'],1,Finished Airing,"Jun 12, 2017",,,"None found,","None found,",['Wolf Smoke Studio'],Original,"['Fantasy', 'Supernatural']",,,15 min.,G - All Ages,6.45,#7368,#12619,"1,586",2,655,"In his pursuit of the white bird, Sheng must face his own inner guilt and fear. Following a tortuous journey, the young Sheng is reborn.",[],Bai Niao Gu,,,,
257,イリオンとカリシア,,,,,['Movie'],1,Finished Airing,"Jun 4, 2017",,,['Dwango'],"None found,","None found,",Original,"['Action', 'Fantasy']",,,8 min.,None,[],#16067,#14608,911,0,,"Calysia and Ylion are very close siblings. One day, Calysia was kidnapped because their father tried to catch a unicorn. After 10 years Ylion grew up and trained as a warrior. He left to go to the hanging garden where unicorns live with a sword that was made from a unicorn's horn. (Source: ShortShorts)",[],Ylion to Callysia,,,Ylion and Callysia,
258,白鸟,,,,,['Movie'],1,Finished Airing,"Jun 13, 2017",,,"None found,","None found,","None found,",Unknown,,,,13 min.,G - All Ages,5.96,#10091,#15116,784,0,253,"After her mother's death, young kazakh girl Ahkus who grew up in a city has to go to the grasslands to live with her dad who she had no contact with for years.",[],Bai Niao,,,White Bird,
259,映画 かみさまみならい ヒミツのここたま 奇跡をおこせ♪テップルとドキドキここたま界,,,,,['Movie'],1,Finished Airing,"Apr 28, 2017",,,"['Lantis', 'Bandai']","None found,",['OLM'],Original,,,['Kids'],1 hr. 16 min.,PG - Children,6.32,#8164,#15277,745,1,194,"Kokoro's school is teaming up with another to form a bazaar so they can sell/re-home gently used items everyone no longer uses around their homes. On her way from from school Tama Elder tells her that she and her Cocotama friends won a trip to the Cocotama World. Here they see how full fledged Cocotama gods work. Elder Tama asks for Kokoro's help in helping humans realize the value of their items instead of so easily tossing them away. But Tepple had snuck into the Cocotama world with the others and taken a key acorn which unlocks the Happy Tree that contains Happy Stars, the source of magic for their world. Elder Tama found out it was missing and the Cocotama gang try to track it down. He says that mushrooms are appearing on tossed away items that as they are born from the feelings of sadness, and they emit a negative energy that effects both humans and Cocotama. Cocotama can get rid of them but not without the acorn and not at the speed humans are currently discarding items at. Tepple uses the acorn to take a Happy Star but inadvertently causes a rift of darkness and an infestation of mushrooms in Cocotama World. And Happy Stars begin spilling out into the human world draining all magic out. Kokoro and the Cocotama must heal Tepple's heart before the darkness consumes the human world.",[],Kamisama Minarai: Himitsu no Cocotama Movie - Kiseki wo Okose♪ Tepple to Dokidoki Cocotama-kai,['Fantasy'],,,
260,映画たまごっち　ヒミツのおとどけ大作戦!,,,,,['Movie'],1,Finished Airing,"Apr 28, 2017",,,"None found,","None found,",['OLM'],Unknown,,,['Kids'],10 min.,G - All Ages,5.83,#10775,#16338,579,0,118,First movie in 9 years for Tamagotchi. To premiere alongside with Kami-sama Minarai: Himitsu no Cocotama Movie.,[],Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,,['Racing'],Tamagotchi Eiga,
261,砂の灯,Lights of Sand,,,,['Movie'],1,Finished Airing,"Jun 28, 2017",,,"None found,","None found,",['Gainax'],Original,,,,3 min.,G - All Ages,5.59,#11834,#16788,526,2,223,"The world's first 4K anime. The short's story centers on a boy who finds something shining in a gloomy desert. It gives him a power of light. Guided by the light, the boy is drawn into the connection between the girl he meets and a new world. It was made in collaboration with with Singapore-based blockchain company BlockPunk. The short utilized a new type of production system with blockchain crowdfunding. (Source: ANN)",[],Suna no Akari,['Fantasy'],['Music'],,
262,파워배틀 와치카: 와치가면의 역습,Power Battle Watch Car: Return of the Watch Mask,,,,['Movie'],1,Finished Airing,"Jun 1, 2017",,,"None found,","None found,",['SAMG Entertainment'],Original,,,['Kids'],1 hr. 14 min.,G - All Ages,[],#21136,#20711,245,1,,"The second movie of Power Battle Watch Car. A letter gets delivered to Jino, the champion of Hero's Cup. It was an inviation to the Ultimate Watch Car Battle League that is notorious for its brutality. On the day of the UWB, Bluewill, Jino's Watch Car, is kidnapped by strangers on the way back home from the UWB but in the end he is recovered. Jino hides his identity and along with Bluewill who disguises himself as Bluethunder, participates in UWB to stop their scheme. Will Watch Car be able to become the new hero of UWB? (Source: Han Cinema)","['Prequel (TV) Power Battle Watch Car Season 2', '']",Power Battle Watch Car: Watch Gamyeon-ui Yeogseub,,['Racing'],Power Battle Watchcar: The Counterattack of Watch Mask,
263,スプリンパン 前へすすもう!,Sprin' Pan: Let's Go Forward!,,,,['Movie'],1,Finished Airing,"Jun 13, 2017",,,"None found,","None found,",['CGCG Studio'],Original,"['Adventure', 'Fantasy']",,,9 min.,G - All Ages,[],#14585,#21818,185,0,,An original animation project shown by CGCG Studio HD at Mifa with Annecy International Animation Film Festival. It is an adventure story about a 12-year-old girl who aspires to be Peter Pan. (Source: AniDB),[],Sprin' Pan: Mae e Susumou!,,,,
264,パカリアン,,,,,['Movie'],1,Finished Airing,"Jun 3, 2017",,,"None found,","None found,",['Angle'],Original,"['Comedy', 'Horror', 'Sci-Fi']",,,10 min.,PG-13 - Teens 13 or older,[],#20931,#22157,169,0,,"Romeros is an alien investigator who looks like an alpaca. When he lands on Earth, he finds his spaceship damaged and becomes disconnected with his planet. He arrives on a mountain where a person wearing a weird mask is waiting for him. (Source: Short Shorts Film Festival & Asia)",[],Pacalien,,['Anthropomorphic'],,
265,识途,Hundred Miles Red,,,,['Movie'],1,Finished Airing,"Jun 13, 2017",,,"None found,","None found,","None found,",Original,,,,7 min.,PG-13 - Teens 13 or older,[],#14185,#22551,152,0,,"The breeze is blowing, the night is thick, outside the lonely city. A group of women lit lights and stood quietly under the city gate wearing red robes. Their eyes were all set in the distance, in a fog, they were waiting, waiting for the return of their beloved who went out to fight. Once upon a time, the men in the entire city came out to defend their families and the country, and today is the day they agreed to return. At dawn, the sound of horses' hooves suddenly broke the long silence outside the city... (Source: Movie Douban, translated)",[],Shi Tu,['Drama'],['Historical'],,
266,극장판 또봇 : 로봇군단의 습격,Tobot Movie: Attack of Robot Force,,,,['Movie'],1,Finished Airing,"Apr 27, 2017",,,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",,['Kids'],1 hr. 21 min.,PG - Children,[],#18178,#23404,125,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Geugjangpan Tobot: Lobosgundan-ui Seubgyeog,,['Mecha'],,
267,Red Balloon,,,,,['Movie'],1,Finished Airing,"May 11, 2017",,,"None found,","None found,","None found,",Original,,,,3 min.,G - All Ages,[],#21331,#23573,121,0,,"A girl living in a city day after day, but something different is happening... (Source: Vimeo)",[],Red Balloon,['Slice of Life'],,,
268,我的爸爸是国王,My King My Father,,,,['Movie'],1,Finished Airing,"May 27, 2017",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 24 min.,PG - Children,[],#15295,#24803,97,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wo de Baba Shi Guowang,,,,
269,功夫小兔侠,,,,,['Movie'],1,Finished Airing,"Jun 1, 2017",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 21 min.,PG - Children,[],#19668,#25143,93,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kung Fu Xiao Tu Xia,,['Anthropomorphic'],KungFu Little Rabbit,
270,嘻哈英熊,,,,,['Movie'],1,Finished Airing,"May 28, 2017",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 25 min.,PG - Children,[],#15722,#25129,93,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xiha Ying Xiong,,['Anthropomorphic'],Super Bear,
271,三只小猪与功夫潘达,,,,,['Movie'],1,Finished Airing,"May 27, 2017",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 20 min.,PG - Children,[],#13891,#25327,90,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) San Zhi Xiao Zhu Yu Shen Deng', '']",San Zhi Xiao Zhu Yu Kung Fu Panda,,['Anthropomorphic'],Three Kung Fu Pigs Ⅱ,
272,水神娃,,,,,['Movie'],1,Finished Airing,"May 28, 2017",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 34 min.,PG - Children,[],#14350,#25733,84,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shui Shen Wa,,,Shuishen Wa,
273,冴えない彼女〈ヒロイン〉の育てかた♭ #0 「恋と純情のサービス回」,Saekano: How to Raise a Boring Girlfriend .flat - Fan Service of Love and Pure heart,Saekano: How to Raise a Boring Girlfriend ♭.flat,Saekano: How to Raise a Boring Girlfriend .flat (Saenai Heroine no Sodatekata ♭). Episodio 0: Un Capítulo de Amor y Juventud para Disfrutar,,['Special'],1,Finished Airing,"Apr 6, 2017",,,['Aniplex'],"None found,",['A-1 Pictures'],['Light novel'],"['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']",,22 min.,PG-13 - Teens 13 or older,7.37,#2502,#1810,"132,668",166,72522,"For the production of their game's poolside scene, Blessing Software's illustrator Eriri Spencer Sawamura wants Megumi Katou to model in a swimsuit for her sketches of the game's heroine. However, Megumi refuses to wear such attire unless everyone else agrees to do the same. To ensure the development of their game continues smoothly, the team follows her request as they conduct their fruitful research at a luxury hotel. [Written by MAL Rewrite]","['Prequel (TV) Saenai Heroine no Sodatekata', 'Sequel (TV) Saenai Heroine no Sodatekata ♭']",Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,,,"Saenai Heroine no Sodatekata ♭ Special, Flat Episode 0",
274,小林さんちの○○ドラゴン,Miss Kobayashi's Dragon Something,,,,['Special'],7,Finished Airing,"Mar 15, 2017 to Sep 20, 2017",,,"None found,",['Funimation'],['Kyoto Animation'],['Manga'],"['Slice of Life', 'Supernatural']",,,3 min. per ep.,PG-13 - Teens 13 or older,7.25,#3108,#2139,"105,441",133,51609,Specials included with the BD/DVD release of Kobayashi-san Chi no Maid Dragon.,[],Kobayashi-san Chi no OO Dragon,,,"The Maid Dragon of Kobayashi-san Specials, Kobayashi-san Chi no Maid Dragon Specials",
275,"ユーリ!!! on ICE Yuri Plisetsky GPF in Barcelona EX ""Welcome to The Madness""","Yuri!!! On ICE: Yuri Plisetsky GPF in Barcelona EX ""Welcome to The Madness""",,,,['Special'],1,Finished Airing,"May 26, 2017",,,['Avex Pictures'],['Funimation'],['MAPPA'],Original,,,,2 min.,PG-13 - Teens 13 or older,7.98,#700,#2406,"87,814",293,37606,"In his exhibition performance for the Grand Prix of Figure Skating Final in Barcelona, 15-year-old Yuri Plisetsky seeks to defy his ""Russian Fairy"" nickname by showing off wild new choreography, the likes of which have never been seen from him on the ice before. [Written by MAL Rewrite]",[],Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,['Sports'],['Music'],Yuri!!! on ICE Special,
276,ガヴリールドロップアウトOVA,,,,,['Special'],2,Finished Airing,"Mar 24, 2017 to May 24, 2017",,,"None found,","None found,",['Doga Kobo'],['Manga'],"['Comedy', 'Supernatural']","['CGDCT', 'Mythology', 'School']",['Shounen'],15 min. per ep.,PG-13 - Teens 13 or older,7.61,#1547,#2694,"73,235",70,40536,Specials included with the Blu-ray/DVD release of Gabriel DropOut.,[],Gabriel DropOut Specials,,,,
277,夏目友人帳 伍 特別編,Natsume's Book of Friends Season 5 Specials,,,,['Special'],2,Finished Airing,"Mar 30, 2017 to Apr 26, 2017",,,"None found,","None found,",['Shuka'],['Manga'],"['Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",['Shoujo'],23 min. per ep.,PG-13 - Teens 13 or older,8.31,#270,#3347,"49,272",64,22967,"One Night Sake Cup On his way back home from an errand, Takashi Natsume gets lost in the forest. Luckily, he is rescued by a traveling youkai couple who make sake cups for a living. Taking a sip of water from one, Natsume feels a surge of energy rush throughout his body, thanks to the ""One Night Cup."" It is a special cup that makes every drink delicious, but unfortunately, its effects last only for one night. The following day, Natsume attends the youkai banquet with his loyal protector, the sake-loving chubby cat Madara, and gets the once-in-a-lifetime opportunity to learn how to make sake cups. Party of Fun & Games Natsume is filled with regret after hastily declining a rare invitation to a banquet from Madara. Curious, he chases after the cat to an old, run-down mansion but soon enough feels the uncanny presence of numerous youkai nearby. When he runs into the seductive youkai Hinoe, she explains that the empty estate serves as a hide-and-seek playground where the winning spirit acquires authority over a valley. With still no trace of Madara, Natsume starts having eerie dreams of the mansion, but this time as the game's participant. [Written by MAL Rewrite]",[],Natsume Yuujinchou Go Specials,,,"Natsume Yuujinchou Go: Hitoyo Sakazuki, Natsume Yuujinchou Go: Yuugi no Utage, Natsume Yuujinchou Go: One Night Sake Cup, Natsume Yuujinchou Go: Party of Fun & Games",
278,ナンバカ 出席番号のついたバカたち!,Nanbaka: Idiots with Student Numbers!,Nanbaka Special,Nanbaka Especial,Nanbaka Special,['Special'],1,Finished Airing,"Apr 29, 2017",,,['comico'],"None found,",['Satelight'],['Web manga'],"['Action', 'Comedy']",,,23 min.,PG-13 - Teens 13 or older,6.92,#4749,#4062,"33,999",52,13608,"The official website for the Nanbaka television anime announced that the ""Nanfes"" event in April will screen a previously unreleased anime special.","['Adaptation (Manga) Nanbaka', '']",Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,,['School'],Nanbaka Special,
279,聲の形,A Silent Voice Specials,,,,['Special'],2,Finished Airing,"May 17, 2017",,,"None found,","None found,",['Kyoto Animation'],['Manga'],,,,2 min. per ep.,PG-13 - Teens 13 or older,7.10,#3910,#4562,"26,733",45,7348,"The limited first edition of the Blu-ray Disc for Kyoto Animation's film adaptation of Yoshitoki Ooima's A Silent Voice manga includes two bonus new animation videos of AIKO's theme song Koi wo Shita no wa and Kensuke Ushio's in-film track Speed of Youth. Kyoto Animation produced the videos inspired by the songs, and the film's director Naoko Yamada personally handled the videos' storyboards and technical direction. (Source: ANN)",[],Koe no Katachi Specials,,['Music'],"Koi wo Shita no wa, Speed of Youth",
