,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Genre,Themes,Demographic,Spanish,Demographics
135,"Another 00, Another: The Other -Inga-, Another OAD, Another OVA",アナザー The Other -因果-,Another: The Other,['OVA'],1,Finished Airing,"May 26, 2012",,,"None found,","None found,",['P.A. Works'],Novel,"['Horror', 'Mystery', 'Suspense']",,24 min.,R - 17+ (violence & profanity),7.25,#3089,#1315,"195,061",176,116904,"Shortly before the start of a new semester, Misaki Fujioka visits her twin sister Mei Misaki in Yomiyama City. The girls make full use of the last days of summer, roaming around a heat-weary town and visiting various places including a shopping center and shooting stall. When they prowl around her basement, Mei expresses uneasiness about her new class, which is said to be cursed. Craving more entertainment, the twins decide to pay a visit to the local amusement park. But the leisure of a sleepy summer day could soon turn woeful as Mei sees the color of death on her sister—an unmistakable omen that a tragedy is bound to strike. [Written by MAL Rewrite]","['Sequel (TV) Another', '']",Another: The Other - Inga,,,,,,,
136,"Kore wa Zombie desu ka? Episode 13, Koreha Zombie desuka? OVA, Kore ha Zombie desu ka? OVA, Kore wa Zombie Desu ka? of the Dead Episode 0, Ee, Kore ga Saishuukai sesuka?, Hai, Encore Arigatou Gozaimasu",これはゾンビですか? OVA,Is This a Zombie? OVA,['OVA'],2,Finished Airing,"Jun 10, 2011 to Apr 24, 2012",,,"None found,",['Funimation'],['Studio Deen'],['Light novel'],"['Action', 'Comedy', 'Supernatural', 'Ecchi']",,24 min. per ep.,PG-13 - Teens 13 or older,7.36,#2511,#1778,"135,555",78,74617,Two OVAs released with the 8th and 10th volumes of the original novel. They fall chronologically between the first and second seasons.,"['Prequel (TV) Kore wa Zombie desu ka?', 'Sequel (TV) Kore wa Zombie desu ka? of the Dead', 'Adaptation (Manga) Kore wa Zombie desu ka? Read Manga', 'Adaptation (Manga) Kore wa Zombie desu ka? Hai, Anata no Yome desu']",Kore wa Zombie desu ka? OVA,,,,"['Harem', 'Vampire']",,,
137,"Seitokai Yakuindomo (2011), Seitokai Yakuindomo (2012), Seitokai Yakuindomo OAD, SYD OVA, SYD OAD",生徒会役員共 OAD,,['OVA'],8,Finished Airing,"Apr 15, 2011 to Oct 17, 2013",,,['Starchild Records'],"None found,",['GoHands'],['4-koma manga'],,,26 min. per ep.,R - 17+ (violence & profanity),7.75,#1155,#1809,"132,781",122,69948,It is the start of Takatoshi Tsuda's second year as the put-upon vice president of the student council and his sister Kotomi is entering school as a first year. New friends and double entendres are made. (Source: ANN),"['Prequel (TV) Seitokai Yakuindomo', 'Sequel (TV) Seitokai Yakuindomo*', 'Adaptation (Manga) Seitokai Yakuindomo', '']",Seitokai Yakuindomo OVA,,,['Comedy'],"['Gag Humor', 'School']",['Shounen'],,
138,,宇宙戦艦ヤマト2199,Star Blazers: Space Battleship Yamato 2199,['OVA'],26,Finished Airing,"May 25, 2012 to Oct 25, 2013",,,"['Production I.G', 'Bandai Visual', 'OLM', 'Lantis', 'Shochiku', 'Bandai', 'Tohokushinsha Film Corporation', 'Bandai Namco Games', 'Voyager Entertainment']",['Funimation'],"['Xebec', 'AIC']",Original,"['Action', 'Drama', 'Sci-Fi']",,25 min. per ep.,PG-13 - Teens 13 or older,8.31,#276,#1948,"119,748","1,858",40281,"Earth's once green hills and rich blue oceans have been converted into a desolate wasteland by the relentless onslaught of planet bombs from the expansionist Gamilas Empire. By the year 2199, humankind has retreated to the depths of underground cities to escape the radiation. However, all hope is not lost, as the distant planet Iscandar offers Earth its final salvation: the Cosmo Reverse System, capable of restoring Earth's irradiated surface. In a desperate bid to retrieve this technology from Iscandar, the Earth Defense Force pours its remaining resources into the Yamato—an innovative, state-of-the-art battleship equipped with an infinite energy Wave Motion Engine. From young talent such as Tactical Officer Susumu Kodai to accomplished veterans like Captain Juuzou Okita, the Yamato's crew consists of many individuals, all varying in their experience on the battlefield. But despite their differences, one goal unifies them all: to complete their perilous 168,000 light-year voyage to Iscandar and save humanity from imminent doom. [Written by MAL Rewrite]","['Sequel (OVA) Uchuu Senkan Yamato 2202: Ai no Senshi-tachi', 'Sequel (Movie) ""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku', 'Adaptation (Manga) Uchuu Senkan Yamato 2199', '']",Uchuu Senkan Yamato 2199,,,,"['Adult Cast', 'Military', 'Space']",,,
139,Sankarea Episodes 00 & 14,さんかれあ,,['OVA'],2,Finished Airing,"Jun 8, 2012 to Nov 9, 2012",,,"['Lantis', 'Pony Canyon', 'TBS', 'Kodansha', 'BS-TBS']","None found,",['Studio Deen'],['Manga'],"['Comedy', 'Horror', 'Romance', 'Supernatural', 'Ecchi']",['Love Polygon'],24 min. per ep.,R+ - Mild Nudity,7.19,#3391,#2029,"114,498",53,62471,"Two OVA episodes are bundled as DVDs with each of volumes 6 and 7 of the manga. The first OVA is a prequel story written by the manga's author. Before the beginning of the main story, Rea and Chihiro have already met at a certain place: an outdoor hot-spring bath. The second OVA takes place after the series (effectively episode 14). The Furuya family finds a mysterious young girl hiding under the household temple.","['Prequel (Special) Sankarea: Wagahai mo... Zombie de Aru...', '']",Sankarea OVA,,,,,['Shounen'],,
140,Mobile Suit Gundam UC,機動戦士ガンダムUC（ユニコーン）,Mobile Suit Gundam Unicorn,['OVA'],7,Finished Airing,"Mar 12, 2010 to Jun 6, 2014",,,"['Bandai Visual', 'Kadokawa Shoten']","['Nozomi Entertainment', 'Bandai Entertainment', 'NYAV Post']",['Sunrise'],Novel,"['Action', 'Drama', 'Sci-Fi']",,1 hr. 2 min. per ep.,PG-13 - Teens 13 or older,8.09,#541,#2185,"102,699","1,638",52457,"In the year Universal Century 0096, three years after Char Aznable's failed attempt to force human migration into space, life continues in the colonies orbiting Earth. One such colony, at Side 4, is home to Banagher Links, a 16-year-old who lives a quiet life among his classmates. Audrey Burne, the last descendant of a great tyrannical family, takes it upon herself to steal the key to a mysterious device known as ""Laplace's Box."" It is said that the Box has the power to shape the course of the universe, and Audrey travels to Side 4 in an attempt to take it from its current holder and keep it from the Sleeves, the surviving remnant of Char Aznable's Neo-Zeon. In her search, she stumbles across Banagher and changes his life forever. When Side 4 comes under the attack of the Sleeves and its prolific fighters Marida Cruz and Full Frontal, Banagher takes control of the newly built Gundam Unicorn to defend his friends and protect the fate of humankind. [Written by MAL Rewrite]","['Prequel (Movie) Kidou Senshi Gundam: Gyakushuu no Char', 'Sequel (Movie) Kidou Senshi Gundam F91', 'Sequel (ONA) Kidou Senshi Gundam: Twilight Axis', 'Sequel (Movie) Kidou Senshi Gundam NT']",Kidou Senshi Gundam Unicorn,,,,"['Mecha', 'Military', 'Space']",,,
141,,朝まで授業chu!,See Me After Class,['OVA'],1,Finished Airing,"Jun 23, 2012",,,['Media Factory'],"None found,",['GoHands'],['Manga'],"['Comedy', 'Romance', 'Ecchi']",,29 min.,R+ - Mild Nudity,6.03,#9734,#3076,"57,589",119,28334,"The story revolves around Yuuki Kagami, a boy who enrolls in the academy of his dreams as a honors student — and is mistakenly put in the girls' dormitory where boys are prohibited. Faced with the possibility of having to leave the school, Yuuki has to dress up as a girl in the dormitory. On top of things, he ends up rooming with the female teacher Ayana Kakinozaka, who has to watch over him.","['Adaptation (Manga) Asa made Jugyou Chu!', '']",Asa made Jugyou Chu!,,,,"['Crossdressing', 'Harem', 'School']",['Seinen'],,
142,"Tight Rope, Tightrope",タイトロープ,Tight-rope,['OVA'],2,Finished Airing,"May 30, 2012 to Jun 27, 2012",,,"None found,","None found,",['PrimeTime'],['Manga'],,,23 min. per ep.,PG-13 - Teens 13 or older,6.98,#4448,#3271,"51,202",120,25901,"Tightrope tells the tale of the reluctant heir of a yakuza family and his childhood friend, and follows their love relationship that started budding in their school days and keeps developing slowly but surely. (Source: Simona's BL Research Lab)","['Adaptation (Manga) Tight-rope', '']",Tight-rope,,,['Boys Love'],,,,
143,,Holy Knight (ホーリーナイト),Holy Knight,['OVA'],2,Finished Airing,"Mar 21, 2012 to May 25, 2012",,,['Cammot'],['Media Blasters'],['Lyrics'],['Manga'],"['Fantasy', 'Ecchi']",,28 min. per ep.,R+ - Mild Nudity,5.88,#10528,#3552,"44,438",50,19000,The story centers around a timid orphan named Mizumura Shinta who goes to a missionary school in Tokyo. His seemingly normal life changes when a beautiful half-human Romanian girl named Lilith suddenly transfers into his school. Mizumura discovers that he is actually a vampire hunter and the successor of the Romuald lineage. (Source: ANN),"['Adaptation (Manga) Holy Knight', '']",Holy Knight,,,,"['School', 'Vampire']",['Seinen'],,
144,Funbag Fantasy,巨乳ファンタジー,,['OVA'],2,Finished Airing,"May 25, 2012 to Jul 27, 2012",,,"None found,","None found,",['Majin'],Visual novel,"['Fantasy', 'Hentai']",['Harem'],29 min. per ep.,Rx - Hentai,7.35,N/A,#4314,"29,860",408,12426,"A small peripheral village is terrorized by an insatiable succubus named Shamsiel Shahar. Due to her nature, she has become the bane of all men in the vicinity, sucking out their life forces and leaving them undignified for everyone else to see. The kingdom is too busy with an ongoing revolt to dispatch an adequate unit for exorcising the daemon, so it decides to play a much less valuable card. Ryuuto Henge is the last graduate from the Royal Knight Academy. He is considered a failure as a soldier and a disgrace to the kingdom, making him the perfect man to throw at the succubus' mercy. Assuming it is a one-way journey, Ryuuto prepares to meet his inevitable end. However, after he arrives in the village, he is greeted by Shamsiel herself. Having heard the news of a knight sent to defeat her, Shamsiel decides to test Ryuuto's endurance first hand. To her utmost surprise and disbelief, she is incapable of draining Ryuuto's energy. His stamina keeps replenishing, and soon, he will be the one with the upper hand. [Written by MAL Rewrite]","['Adaptation (Light Novel) Kyonyuu Fantasy', '']",Kyonyuu Fantasy,,,,,,,
145,Hakuouki Hekketsuroku OVA,薄桜鬼 雪華録,Hakuoki: Demon of the Fleeting Blossom - A Memory of Snow Flowers,['OVA'],6,Finished Airing,"Aug 5, 2011 to Jun 27, 2012",,,"None found,",['Sentai Filmworks'],['Studio Deen'],Visual novel,"['Action', 'Drama', 'Fantasy']",['Historical'],23 min. per ep.,PG-13 - Teens 13 or older,7.58,#1653,#4412,"28,553",76,11737,"Rumors about a potential plot to dismantle the Shinsengumi by setting fire to their headquarters have spread amok. As most of the talk stems from an inn in Shimabara, the Shinsengumi place trust in Chizuru Yukimura for help with the investigation. Disguised as a geisha, Chizuru infiltrates the inn to provide intel for the Shinsengumi but quickly finds that the operation is more intricate than they could ever imagine. At the same time, each member of the Shinsengumi has their own reservations and concerns about using their sole female colleague to gather intelligence. Knowing what dangers await her, they all resolve to protect her at any cost. [Written by MAL Rewrite]","['Adaptation (Light Novel) Hakuouki Sekkaroku', '']",Hakuouki: Sekkaroku,,,,,['Josei'],,
146,,オトメドリ,,['OVA'],2,Finished Airing,"May 25, 2012 to Sep 28, 2012",,,['Mary Jane'],"None found,",['Seven'],['Manga'],,,20 min. per ep.,Rx - Hentai,5.53,N/A,#4753,"24,129",207,11196,"Kazuki Okino is an ordinary high schooler living a carefree life. He's always been close to his childhood friend, Otome Sakuragi—a beautiful girl every boy in his school dreams of being with. Because he and Otome often hang out together and get along very well, Kazuki believes that it is inevitable that they begin dating. However, Kazuki's little sister, Rinka, is dissatisfied with this possibility because she is secretly in love with him. This innocent relationship takes a dramatic turn when Kazuki receives an untitled DVD showing Otome engaging in sexual activities with elderly men. His despair grows even greater when similar DVDs start arriving on a regular basis. As Kazuki stares in horror at the love of his life being defiled by a group of strangers, he notices Otome's demeanor gradually changing. [Written by MAL Rewrite]","['Adaptation (Manga) Otomedori', '']",Otome Dori,,,['Hentai'],,,,
147,Please Rape Me!,プリーズ・♡♡♡♡・ミー！,,['OVA'],2,Finished Airing,"Apr 27, 2012 to Aug 31, 2012",,,"None found,","None found,",['Collaboration Works'],Visual novel,,,29 min. per ep.,Rx - Hentai,6.75,N/A,#5300,"18,545",103,7761,"From the makers of Euphoria and Eroge! Hentai mo Game mo Kaihatsu Zanmai, is CLOCKUP's and Collaboration Works' Please Rape Me! Hosaka Ippei is your average Japanese yuppie who works at a rental video shop. He has a wide collection of erotic mangas and hentai at home, all of which are of the rape genre. He is fond of rape and his lifelong dream is to actually rape a woman. Everyday, after his work at the video shop, he goes home through a dark park not because he wants to unwind after a long day, but to get a chance to see a woman getting raped. He stumbles upon Sari, a mysterious loli wearing unorthodox clothing. He takes this chance to rape a woman but his imagination of raping her arouses him too much and ends up ejaculating on her. As Sari wakes up, Ippei's punishment is to let her live with him. Ippei agrees and thinks that this is the perfect opportunity to get free sex. The next day, a girl visits the shop where Ippei works and asks to be a member. Ippei recognizes her as his high school classmate, Yuuma Chidori. Sari tells him that she secretly has a rape fetish and encourages him to rape Yuuma. Yuuma asks Ippei out for a date and Ippei takes his chance to rape his high school crush and fulfill his dream of making her say ""Please Rape Me!""",[],Please ♥♥♥♥ Me!,,,['Hentai'],,,,
148,,Brandish,,['OVA'],2,Finished Airing,"Jun 22, 2012 to Aug 24, 2012",,,['Mary Jane'],"None found,",['Studio Eromatick'],['Manga'],"['Fantasy', 'Hentai']",,16 min. per ep.,Rx - Hentai,6.65,N/A,#5397,"17,609",81,7624,"Twiska enjoys visiting local towns and draining the villagers of their cum. Everything is going along well until she encounters Theo, the legendary Hero destined to defeat her. Theo is a cute shouta and addictively good at sex. Now Twiska isn't sure anymore whether she wants to kill him or keep him for herself.","['Adaptation (Manga) Brandish', '']",Brandish,,,,,,,
149,,"好きで好きで, すきで THE ANIMATION",,['OVA'],2,Finished Airing,"Jun 29, 2012 to Sep 28, 2012",,,['Pink Pineapple'],"None found,",['Office TakeOut'],['Manga'],,,27 min. per ep.,Rx - Hentai,6.80,N/A,#6128,"12,657",89,5170,The story follows two girls and their relationships with their older brothers. (Source: ANN),"['Adaptation (Manga) Suki de Suki de, Suki de', '']","Suki de Suki de, Suki de The Animation",,,['Hentai'],,,,
150,,雨芳恋歌,,['OVA'],2,Finished Airing,"Jun 29, 2012 to Nov 30, 2012",,,"None found,","None found,",['PoRO'],Visual novel,,,29 min. per ep.,Rx - Hentai,6.64,N/A,#6154,"12,537",33,4304,"Ryouhei is suddenly summoned back to his hometown in the countryside. There, he meets Karen the mascot-girl of a lodging house. As he stands entranced by the sight of her bewitching proportions, Nagisa, the sister of Ryouhei's ex-girlfriend and the one who introduced him to Karen, looks on uneasily. (Source: AniDB)",[],Uhou Renka,,,['Hentai'],,,,
