,Synonyms,Japanese,English,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genres,German,Demographics
232,,"劇場版ごん ‒ GON, THE LITTLE FOX-","Gon, the Little Fox",,,['Movie'],1,Finished Airing,"Feb 28, 2020",,,['Taiyo Kikaku'],"None found,",['Tecarat'],Book,['Drama'],,,28 min.,PG - Children,6.69,#5941,#14453,927,1,243,"When Gon, a playful orphaned fox, finds that young Hyoju has lost his mother, he tries to comfort him and makes amends for his own earlier mischief by secretly bringing small gifts to the boy every day. But Hyoju doesn't realize who is behind the anonymous gifts, and the two are headed for a heartbreaking climax. (Source: Official Site)",[],"Gon Movie: Gon, the Little Fox",,,,
233,Meow Meow Japanese History: Ryoma's Crazy Time Travel,映画 ねこねこ日本史 ~龍馬のはちゃめちゃタイムトラベルぜよ!~,,,,['Movie'],1,Finished Airing,"Feb 22, 2020",,,"None found,","None found,","None found,",['Web manga'],,"['Anthropomorphic', 'Historical', 'Parody', 'Time Travel']",['Kids'],1 hr. 13 min.,G - All Ages,[],#17981,#17776,427,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Neko Neko Nihonshi Movie: Ryouma no Hachamecha Time Travel ze yo!,,,,
234,God of War Kuan Kuong,武圣关公,"Guan Yu, God of War",,,['Movie'],1,Finished Airing,"Jan 11, 2020",,,"None found,","None found,","None found,",Other,['Action'],,,1 hr. 27 min.,None,[],#15248,#19750,291,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wu Sheng Guan Gong,['Historical'],,,
235,,动物特工局,Spycies,,,['Movie'],1,Finished Airing,"Jan 11, 2020",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 38 min.,PG - Children,[],#20233,#22350,152,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Dongwu Tegong Ju,,"['Adventure', 'Fantasy']",,
236,,핑크퐁 시네마 콘서트: 우주대탐험,Pinkfong & Baby Shark's Space Adventure,,,['Movie'],1,Finished Airing,"Jan 30, 2020",,,['Pinkfong'],"None found,","None found,",Unknown,,,['Kids'],1 hr. 5 min.,PG - Children,[],#18413,#23265,123,0,,"Joined by new friends from other planets, Pinkfong and Baby Shark explore outer space and search for missing star pieces to return home. (Source: Netflix)","['Sequel (Movie) Pinkfong Cinema Concert 2: Wonderstar Concert Daejagjeon', '']",Pinkfong Cinema Concert: Ujudaetamheom,['Anthropomorphic'],,,
237,,士兵顺溜:兵王争锋,The Hero Battle,,,['Movie'],1,Finished Airing,"Jan 17, 2020",,,"None found,","None found,","None found,",Original,['Action'],,,1 hr. 22 min.,G - All Ages,[],#14079,#23901,109,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shibing Shunliu: Bing Wang Zhengfeng,['Military'],,,
238,,극장판 미니특공대: 공룡왕 디노,Mini Force: Deeno the King of Dinosaurs,,,['Movie'],1,Finished Airing,"Feb 6, 2020 to ?",,,"None found,","None found,",['SAMG Entertainment'],Original,['Action'],"['Anthropomorphic', 'Mecha']",['Kids'],1 hr. 13 min.,PG - Children,[],#17660,#24112,105,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Miniforce: Gonglyongwang Dino,,,,
239,,星にかたる恐竜,,,,['Movie'],1,Finished Airing,"Mar 20, 2020",,,"None found,","None found,","None found,",Original,['Drama'],,['Kids'],Unknown,G - All Ages,[],#21178,#24301,101,0,,A Masuda Ryuuji movie about two Tyrannosauruses.,[],Hoshi ni Kataru Kyouryuu,,,,
240,The Creation of Doraemon,ドラえもん誕生,,,,['Movie'],1,Finished Airing,"Feb 8, 2020",,,"None found,","None found,","None found,",['Manga'],['Sci-Fi'],,['Kids'],9 min.,PG - Children,[],#20248,#25723,80,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Doraemon Tanjou,,,,
241,,ワンパンマン SEASON 2 OVA 2,One Punch Man Season 2 Specials,,,['Special'],6,Finished Airing,"Oct 25, 2019 to Mar 27, 2020",,,"None found,",['VIZ Media'],['J.C.Staff'],['Web manga'],,"['Adult Cast', 'Parody', 'Super Power']",['Seinen'],12 min. per ep.,R - 17+ (violence & profanity),7.40,#2374,#1745,"137,309",152,60964,Short anime specials included in the One Punch Man 2nd Season BD & DVD.,[],One Punch Man 2nd Season Specials,,"['Action', 'Comedy']",,
242,"From Common Job Class to the Strongest in the World, Hot Love Springs Eternal, Yue's Diary",ありふれた職業で世界最強,Arifureta: From Commonplace to World's Strongest Specials,,,['Special'],2,Finished Airing,"Dec 25, 2019 to Feb 26, 2020",,,"None found,","None found,","['asread.', 'White Fox']",['Light novel'],,"['Harem', 'Isekai']",,8 min. per ep.,PG-13 - Teens 13 or older,6.73,#5721,#2603,"76,544",108,36398,Unaired episodes included with the Blu-ray releases of Arifureta Shokugyou de Sekai Saikyou.,"['Adaptation (Manga) Arifureta Shokugyou de Sekai Saikyou', 'Adaptation (Light Novel) Arifureta Shokugyou de Sekai Saikyou']",Arifureta Shokugyou de Sekai Saikyou Specials,,"['Action', 'Adventure', 'Fantasy']",,
243,"Darwin's Game Episode 4.5, Darwin's Game Recap",ダーウィンズゲーム 第4.5話『記憶（ログライン）』,,,,['TV Special'],1,Finished Airing,"Feb 1, 2020",,,"None found,","None found,",['Nexus'],['Manga'],,"['High Stakes Game', 'Super Power', 'Survival']",['Shounen'],24 min.,R - 17+ (violence & profanity),6.60,#6463,#5262,"18,659",29,6342,Recap of the first 4 episodes of Darwin's Game.,[],Darwin's Game: Log Line,,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",,
244,"Granblue Fantasy The Animation Season 2: Djeeta-hen, Granblue Fantasy The Animation Season 2 Specials",グランブルーファンタジー The Animation Season 2 Extra,,,,['Special'],2,Finished Airing,"Mar 28, 2020 to Aug 26, 2020",,,"None found,","None found,",['MAPPA'],Game,,,,23 min. per ep.,PG-13 - Teens 13 or older,6.54,#6815,#6412,"11,223",9,4181,"Mou Hitotsu no Tabiji (Another Journey) Djeeta and the crew head to an ancient castle after hearing rumors about the Wish Egg, a fairy tale treasure said to grant any wish. They each contemplate what to wish for as they move through the castle and overcome trial after trial to reach the treasure. Along the way, they meet a girl also in search of the Egg, and they decide to take on the challenges together. Kourin! Cypher Mask! / Sei Albion Onna Gakuen Monogatari The Masked Cypher Descends! Far away on a remote island, Gran steps into the ring for an exhibition match of ritual proportion. Once a year, top fighters from around the island must gather together for a duel to appease the gods, and anything less than victory could spell grave disaster for the locals.After grinding through some grueling training to master the art of wrestling, Gran enters his match as the mysterious masked fighter, the Masked Cypher. A Tale of St. Albion Girls' Academy Djeeta is just an ordinary student at St. Albion Girls' Academy, who one day, while spending some time in the animal shed, finds herself smitten with her upper classman. That upperclassman's name is Katalina, who is renowned for both her wit and beauty. Even as Djeeta shrinks back from Katalina's majesty, the two gradually grow closer. Unbeknownst to them, however, not everyone is excited for their newfound affection. (Source: Official Site)",[],Granblue Fantasy The Animation Season 2 Extras,,"['Adventure', 'Fantasy']",,
245,"Chihayafuru 3 Episode 15.5, Chihayafuru 3: Recap",ちはやふる 3 十五.五首（総集編）,,Chihayafuru 3 Episodio 15.5: Episodio Resumen,Chihayafuru 3 Épisode 15.5 – En visite,['TV Special'],1,Finished Airing,"Jan 29, 2020",,,"None found,","None found,",['Madhouse'],['Manga'],,"['School', 'Strategy Game']",['Josei'],22 min.,PG-13 - Teens 13 or older,6.81,#5257,#6640,"10,314",12,3479,Recap of first fifteen episodes of Chihayafuru 3.,[],Chihayafuru 3: Ima Hitotabi no,,"['Drama', 'Sports']",Chihayafuru 3 Folge 15.5 – Dann würden sie darauf warten,
246,"Girls und Panzer das Finale OVA, Girls & Panzer: Taiyaki War!, Girls & Panzer: 1-pun Chotto de Wakaru!!, Fushou Akiyama Yukari no Sensha Kouza: Eikou no France Sensha-hen, The Humble Akiyama Yukari's Tank Course: Glorious French Tanks Chapter",ガールズ＆パンツァー 最終章,,,,['Special'],3,Finished Airing,"Feb 27, 2020",,,"None found,","None found,",['Actas'],Original,['Comedy'],"['Military', 'School']",,9 min. per ep.,PG-13 - Teens 13 or older,7.28,#2928,#6931,"9,321",6,3685,Specials included with Girls & Panzer: Saishuushou Part 2 Blu-ray and DVD.,[],Girls & Panzer: Saishuushou Part 2 Specials,,,,
247,"Chuubyou Gekihatsu Boy Episode 12, Outburst Dreamer Boys Episode 12, Chuubyou Gekihatsu Boy Special",厨病激発ボーイ 男に生まれた宿命だから,Outburst Dreamer Boys: It Is the Destiny of Those Born as Men,,,['Special'],1,Finished Airing,"Mar 25, 2020",,,"['Lantis', 'Ai Addiction']",['Sentai Filmworks'],['Studio Deen'],Novel,,,,23 min.,PG-13 - Teens 13 or older,6.89,#4865,#7727,"7,089",5,2818,Unaired episode 12 included with volume 4 of the BD/DVD release.,"['Prequel (TV) Chuubyou Gekihatsu Boy', '']",Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,['School'],"['Comedy', 'Slice of Life']",,
248,"Koisuru Asteroid Recap, Asteroid in Love Recap, Koisuru Asteroid: Furikaeri - Kirakira Tokubetsu-gou!",恋する小惑星 6.5話振り返り～ KiraKira特別号！～,Asteroid in Love Episode 6.5,"Asteroid in Love Episode 6.5  Repaso: Brillitos, Número Especial",Asteroid in Love Épisode 6.5 – Retour en Arrière. Numéro Spécial de Scintillements,['TV Special'],1,Finished Airing,"Feb 14, 2020",,,"None found,","None found,",['Doga Kobo'],['4-koma manga'],['Comedy'],"['CGDCT', 'School']",,23 min.,PG-13 - Teens 13 or older,6.14,#9170,#9016,"4,800",1,2142,Recap of first 6 episodes of Koisuru Asteroid.,[],Koisuru Asteroid: Furikaeri - Kirakira Special!,,,Asteroid in Love Folge 6.5 – Recap – KiraKira-Sonderausgabe,
249,"Null & Peta Special, Null Peta Special",ぬるぺた  ドキッ♥ ぬるぬるぺたぺた! 水着だらけのお姉ちゃん大会!,,,,['Special'],1,Finished Airing,"Jan 31, 2020",,,"None found,","None found,",['Shin-Ei Animation'],Original,,,,5 min.,PG-13 - Teens 13 or older,5.64,#11620,#9358,"4,280",0,2006,Extra episode included in the Blu-ray/DVD release.,[],Null Peta: Doki♥ Nurunuru Petapeta! Mizugi-darake no Oneechan Taikai!,,"['Comedy', 'Sci-Fi']",,
250,"Hatena☆Illusion Recap, Hatena☆Illusion Tokubetsu-hen",はてな☆イリュージョン 特別編 「恋と魔法のイリュージョンで、夢中させちゃいます！スペシャル」,,,,['TV Special'],1,Finished Airing,"Feb 20, 2020",,,"None found,","None found,","[""Children's Playground Entertainment""]",['Light novel'],,,,10 min.,PG-13 - Teens 13 or older,5.63,#11662,#10222,"3,254",1,1083,Recap of first 6 episodes of Hatena☆Illusion.,[],"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",,
251,Anime x Parasport,アニ×パラ〜あなたのヒーローは誰ですか〜,Animation × Paralympic: Who Is Your Hero?,,,['TV Special'],Unknown,Currently Airing,"Nov 10, 2017 to ?",,,"['NHK', 'NHK Enterprises']","None found,","['Nippon Animation', 'Gallop', 'TMS Entertainment', 'SynergySP', 'DLE', 'Bandai Namco Pictures']",Original,['Sports'],,,5 min.,G - All Ages,6.52,#6963,#12676,"1,527",2,410,"NHK specials on parasports. The first episode covers blind soccer, with character designs by Yoichi Takahashi (from the Captain Tsubasa fame). And the second episode covers a female sprinter with a prosthetic leg, with character designs by Eisaku Kubonouchi (from the Hungry Days: Aoharu ka yo. fame). The specials featured interviews, coverage of the Paralympics, and an animated segment. This MAL entry will cover only the animated segment.",[],Ani x Para: Anata no Hero wa Dare desu ka,['Educational'],,,
252,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,ドラえもん (2005) Specials,,,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,['Comedy'],,['Seinen'],45 min.,PG - Children,6.75,#5588,#12776,"1,478",5,464,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,,,,
253,"APR Backstage Pass Episode 6.5, ARP Backstage Pass Short Stories",ARP Backstage Pass Celebrate Good Time~ショートストーリーズ~,,ARP Backstage Pass Episodio 6.5,ARP Backstage Pass Épisode 6.5,['TV Special'],1,Finished Airing,"Mar 2, 2020",,,"None found,","None found,",['Dynamo Pictures'],Other,['Comedy'],"['Idols (Male)', 'Music']",,23 min.,PG-13 - Teens 13 or older,5.36,#12496,#13487,"1,213",1,426,Short Stories of ARP Backstage Pass that describe the secret of the ARP members and everyday life.,[],ARP Backstage Pass: Celebrate Good Time - Short Stories,,,ARP Backstage Pass Folge 6.5,
254,"Urashimasakatasen no Nichijou Episode 13, Days of Urashimasakatasen Special, Days of Urashimasakatasen Episode 13",浦島坂田船の日常,,,,['Special'],1,Finished Airing,"Feb 26, 2020",,,"None found,","None found,",['Gainax Kyoto'],Music,['Comedy'],,,4 min.,PG-13 - Teens 13 or older,6.09,#9473,#14348,955,1,243,Unaired episode of Urashimasakatasen no Nichijou included in the DVD release.,"['Prequel (TV) Urashimasakatasen no Nichijou', '']",Urashimasakatasen no Nichijou Special,['School'],,,
255,"Hentatsu (TV) Episode 12.5, Hentatsu (TV) Special, Oni to Neko to o-Cha to ka.",へんたつ,,,,['TV Special'],1,Finished Airing,"Mar 28, 2020",,,"None found,","None found,",['Yaoyorozu'],Original,,,,1 min.,G - All Ages,5.15,#12972,#14354,954,0,449,Short narrated recap of Hentatsu (TV).,[],Hentatsu (TV) Recap,,"['Adventure', 'Mystery']",,
256,,モビルスーツ学園「帰ってきたＧ-レコ甲子園」,Mobile Suit Academy: The Return of 'G-Reco Koushien',,,['Special'],15,Finished Airing,"Jan 17, 2020 to Mar 24, 2023",,,"None found,","None found,","None found,",Original,['Comedy'],"['Mecha', 'Parody']",,1 min. per ep.,PG - Children,[],#16780,#14383,945,0,,Short specials bundled with the Blu-ray volumes of the Gundam: G no Reconguista movies.,"['Prequel (Special) Kidou Senshi Gakuen: G-Reco Koushien', '']",Kidou Senshi Gakuen: Kaettekita G-Reco Koushien,,,,
257,,wena wrist,Wena Wrist,,,['Special'],1,Finished Airing,"Jan 28, 2020",,,"None found,","None found,","None found,",Original,,"['Military', 'Music']",,54 sec.,G - All Ages,5.25,#12775,#16423,557,1,259,"Sony unveiled its new ""wena wrist"" smartwatch's ""kawamori Edition"" with Macross anime director and mechanical designer Shoji Kawamori, and naturally, it comes complete with an anime ad. The aircraft shown in the video closely evokes the forward-swept-wing YF-19/VF-19 variable fighter designs first seen in Macross Plus and Macross 7, but appears to also draw inspiration from real-life fighter craft, with canards common in European fighters, and an air intake similar to the F-16. The iconic motif of hands in the shape of a fighter also first appeared in Macross Plus. Kawamori designed the case that will ship alongside the Wena Wrist product. The watch itself is a mechanical design, evoking pilot watch-style elements. The dial's design evokes the attitude indicator/artificial horizon seen on fighter instrument panels, with one side being an open-heart design showing the mechanical movement. The 12:00 position is indicated by a white arrow, common to many pilot watches. (Source: ANN)",[],Wena Wrist,,,,
